ndmi_mean,ndmi_std,date,area
-0.14565162,0.039772723,2020-03-01,burco
-0.15225877,0.038138818,2020-04-01,burco
-0.13632877,0.043637477,2020-05-01,burco
-0.08745935,0.061913133,2020-06-01,burco
-0.12608488,0.04445648,2020-07-01,burco
-0.15020664,0.043520134,2020-08-01,burco
-0.16938178,0.0365056,2020-09-01,burco
-0.15652722,0.04706463,2020-10-01,burco
-0.14626013,0.045335785,2020-11-01,burco
-0.14907782,0.043444518,2020-12-01,burco
-0.1557728,0.04282758,2021-01-01,burco
-0.15122126,0.038520385,2021-02-01,burco
-0.16950811,0.034421314,2021-03-01,burco
-0.1609784,0.032470185,2021-04-01,burco
-0.17139374,0.032367893,2021-05-01,burco
-0.09014874,0.0530116,2021-06-01,burco
-0.113729924,0.042868476,2021-07-01,burco
-0.13868783,0.037179306,2021-08-01,burco
-0.16678388,0.028894788,2021-09-01,burco
-0.16659786,0.038082525,2021-10-01,burco
-0.13521309,0.047622256,2021-11-01,burco
-0.14983514,0.046831436,2021-12-01,burco
-0.1561162,0.0412805,2022-01-01,burco
-0.17205735,0.030690337,2017-02-01,buuhoodle
-0.16582423,0.030444339,2017-03-01,buuhoodle
-0.17515083,0.03105197,2017-04-01,buuhoodle
-0.18978472,0.033874925,2017-05-01,buuhoodle
-0.12487252,0.053604834,2017-06-01,buuhoodle
-0.11167378,0.06544135,2017-07-01,buuhoodle
-0.13344863,0.037123077,2017-08-01,buuhoodle
-0.16396783,0.031777166,2017-09-01,buuhoodle
-0.168134,0.030428754,2017-10-01,buuhoodle
-0.12446909,0.057735704,2017-11-01,buuhoodle
-0.11056168,0.0519534,2017-12-01,buuhoodle
-0.13861603,0.03277982,2018-01-01,buuhoodle
-0.14643225,0.027371578,2018-02-01,buuhoodle
-0.16938646,0.025861518,2018-03-01,buuhoodle
-0.16366005,0.029603912,2018-04-01,buuhoodle
-0.18063597,0.03797782,2018-05-01,buuhoodle
-0.09231734,0.054174427,2018-06-01,buuhoodle
-0.12927248,0.04317387,2018-07-01,buuhoodle
-0.15882348,0.029095763,2018-08-01,buuhoodle
-0.16995943,0.028685391,2018-09-01,buuhoodle
-0.17563795,0.02847054,2018-10-01,buuhoodle
-0.09620084,0.050603557,2018-11-01,buuhoodle
-0.15177149,0.03962748,2018-12-01,buuhoodle
-0.15919146,0.033191945,2019-01-01,buuhoodle
-0.16196729,0.02814142,2019-02-01,buuhoodle
-0.17137223,0.026190026,2019-03-01,buuhoodle
-0.16384889,0.029202763,2019-04-01,buuhoodle
-0.18376476,0.030164842,2019-05-01,buuhoodle
-0.11473011,0.05570294,2019-06-01,buuhoodle
-0.13937922,0.044346865,2019-07-01,buuhoodle
-0.1608284,0.03860908,2019-08-01,buuhoodle
-0.17940703,0.03365827,2019-09-01,buuhoodle
-0.18956967,0.032397717,2019-10-01,buuhoodle
-0.10809456,0.074141525,2019-11-01,buuhoodle
-0.11500595,0.04511409,2019-12-01,buuhoodle
-0.12808459,0.033183485,2020-01-01,buuhoodle
-0.1543059,0.027033575,2020-02-01,buuhoodle
-0.16771701,0.026553135,2020-03-01,buuhoodle
-0.17731564,0.025657926,2020-04-01,buuhoodle
-0.1779068,0.036499567,2020-05-01,buuhoodle
-0.124565385,0.051862523,2020-06-01,buuhoodle
-0.15502696,0.042267695,2020-07-01,buuhoodle
-0.17600453,0.03235163,2020-08-01,buuhoodle
-0.1885951,0.035379693,2020-09-01,buuhoodle
-0.18145035,0.046705466,2020-10-01,buuhoodle
-0.13235588,0.061566617,2020-11-01,buuhoodle
-0.15532033,0.049642567,2020-12-01,buuhoodle
-0.16888374,0.033140652,2021-01-01,buuhoodle
-0.16207534,0.032261293,2021-02-01,buuhoodle
-0.1781774,0.032072674,2021-03-01,buuhoodle
-0.17459239,0.035392933,2021-04-01,buuhoodle
-0.17723483,0.03665502,2021-05-01,buuhoodle
-0.0771511,0.059285916,2021-06-01,buuhoodle
-0.091775365,0.04375594,2021-07-01,buuhoodle
-0.14141318,0.029875608,2021-08-01,buuhoodle
-0.1744792,0.028389504,2021-09-01,buuhoodle
-0.1830452,0.037934344,2021-10-01,buuhoodle
-0.14748563,0.041823775,2021-11-01,buuhoodle
-0.17062509,0.031241685,2021-12-01,buuhoodle
-0.17922953,0.03121253,2022-01-01,buuhoodle
-0.12088353,0.024965683,2017-02-01,owdweyne
-0.14432941,0.022146694,2017-03-01,owdweyne
-0.13368092,0.022888431,2017-04-01,owdweyne
-0.1445034,0.037306115,2017-05-01,owdweyne
-0.12516506,0.032959774,2017-06-01,owdweyne
-0.11621832,0.034882925,2017-07-01,owdweyne
-0.13888203,0.021264339,2017-08-01,owdweyne
-0.14207079,0.022389563,2017-09-01,owdweyne
-0.1413632,0.034988016,2017-10-01,owdweyne
-0.13361177,0.025565818,2017-11-01,owdweyne
-0.12525333,0.028850816,2017-12-01,owdweyne
-0.120269574,0.02506143,2018-01-01,owdweyne
-0.13100551,0.021349752,2018-02-01,owdweyne
-0.15018797,0.023039969,2018-03-01,owdweyne
-0.1364976,0.024719846,2018-04-01,owdweyne
-0.12820077,0.0567643,2018-05-01,owdweyne
-0.10129157,0.047793917,2018-06-01,owdweyne
-0.11780214,0.030692179,2018-07-01,owdweyne
-0.13873231,0.026574016,2018-08-01,owdweyne
-0.14208072,0.024939347,2018-09-01,owdweyne
-0.14305441,0.02693188,2018-10-01,owdweyne
-0.12798865,0.045843646,2018-11-01,owdweyne
-0.118906066,0.036047187,2018-12-01,owdweyne
-0.12774122,0.028609509,2019-01-01,owdweyne
-0.1361867,0.025719892,2019-02-01,owdweyne
-0.14508285,0.022483312,2019-03-01,owdweyne
-0.14946751,0.024038475,2019-04-01,owdweyne
-0.15270853,0.022912256,2019-05-01,owdweyne
-0.1503114,0.025883686,2019-06-01,owdweyne
-0.10612425,0.04756896,2019-07-01,owdweyne
-0.11711684,0.046435986,2019-08-01,owdweyne
-0.13955043,0.034774832,2019-09-01,owdweyne
-0.13752756,0.03745551,2019-10-01,owdweyne
-0.078791946,0.055018455,2019-11-01,owdweyne
-0.09065755,0.046271827,2019-12-01,owdweyne
-0.10344132,0.0409499,2020-01-01,owdweyne
-0.13128564,0.033192366,2020-02-01,owdweyne
-0.14459698,0.029331146,2020-03-01,owdweyne
-0.14194481,0.035608564,2020-04-01,owdweyne
-0.12684727,0.037227605,2020-05-01,owdweyne
-0.06982314,0.06314745,2020-06-01,owdweyne
-0.09854048,0.039777003,2020-07-01,owdweyne
-0.11885889,0.04118018,2020-08-01,owdweyne
-0.13091049,0.0401272,2020-09-01,owdweyne
-0.11623071,0.044934414,2020-10-01,owdweyne
-0.11784093,0.035466947,2020-11-01,owdweyne
-0.12424743,0.03291818,2020-12-01,owdweyne
-0.14563192,0.032272525,2021-01-01,owdweyne
-0.13617405,0.027934197,2021-02-01,owdweyne
-0.15398048,0.025782663,2021-03-01,owdweyne
-0.13772321,0.024066107,2021-04-01,owdweyne
-0.15077817,0.02379646,2021-05-01,owdweyne
-0.08824638,0.04765209,2021-06-01,owdweyne
-0.106721506,0.044563297,2021-07-01,owdweyne
-0.120186955,0.031315118,2021-08-01,owdweyne
-0.15078332,0.026352251,2021-09-01,owdweyne
-0.14693633,0.030141482,2021-10-01,owdweyne
-0.11862944,0.03463041,2021-11-01,owdweyne
-0.13559324,0.032584727,2021-12-01,owdweyne
-0.13851768,0.02735621,2022-01-01,owdweyne
-0.12606905,0.05580185,2017-02-01,sheikh
-0.15325227,0.047538757,2017-03-01,sheikh
-0.1474353,0.036373504,2017-04-01,sheikh
-0.15157808,0.0383317,2017-05-01,sheikh
-0.1272258,0.050137322,2017-06-01,sheikh
-0.12648992,0.040643133,2017-07-01,sheikh
-0.14286093,0.030306663,2017-08-01,sheikh
-0.1518785,0.03279603,2017-09-01,sheikh
-0.14255178,0.04387209,2017-10-01,sheikh
-0.120312154,0.054234352,2017-11-01,sheikh
-0.113187455,0.06156647,2017-12-01,sheikh
-0.110624716,0.06474893,2018-01-01,sheikh
-0.12849823,0.054535456,2018-02-01,sheikh
-0.14908336,0.045989256,2018-03-01,sheikh
-0.14665775,0.03753913,2018-04-01,sheikh
-0.115027085,0.08248827,2018-05-01,sheikh
-0.09220764,0.06934492,2018-06-01,sheikh
-0.11394246,0.049690574,2018-07-01,sheikh
-0.13984384,0.035758875,2018-08-01,sheikh
-0.14605592,0.037077364,2018-09-01,sheikh
-0.14588845,0.037698053,2018-10-01,sheikh
-0.117973946,0.06462211,2018-11-01,sheikh
-0.09323279,0.07997733,2018-12-01,sheikh
-0.11052949,0.0757943,2019-01-01,sheikh
-0.12315383,0.059890397,2019-02-01,sheikh
-0.14026791,0.056046337,2019-03-01,sheikh
-0.15626138,0.038801555,2019-04-01,sheikh
-0.14656858,0.04734655,2019-05-01,sheikh
-0.14140575,0.045259453,2019-06-01,sheikh
-0.113173895,0.05394844,2019-07-01,sheikh
-0.13721609,0.04914292,2019-08-01,sheikh
-0.1382211,0.04288284,2019-09-01,sheikh
-0.12550573,0.05846544,2019-10-01,sheikh
-0.066709444,0.08021819,2019-11-01,sheikh
-0.06932277,0.08998767,2019-12-01,sheikh
-0.07274278,0.08402201,2020-01-01,sheikh
-0.09690834,0.07800358,2020-02-01,sheikh
-0.103899844,0.07749592,2020-03-01,sheikh
-0.123245575,0.06532307,2020-04-01,sheikh
-0.11666593,0.06863175,2020-05-01,sheikh
-0.06953166,0.082011275,2020-06-01,sheikh
-0.10043115,0.05479252,2020-07-01,sheikh
-0.11801813,0.060083557,2020-08-01,sheikh
-0.14125477,0.055581793,2020-09-01,sheikh
-0.11684842,0.062366653,2020-10-01,sheikh
-0.10857386,0.059561405,2020-11-01,sheikh
-0.11457989,0.06350273,2020-12-01,sheikh
-0.11016025,0.08305119,2021-01-01,sheikh
-0.11678108,0.07581117,2021-02-01,sheikh
-0.14356294,0.056606837,2021-03-01,sheikh
-0.14475231,0.04193529,2021-04-01,sheikh
-0.15540683,0.037929285,2021-05-01,sheikh
-0.092855446,0.065905064,2021-06-01,sheikh
-0.12160884,0.05114436,2021-07-01,sheikh
-0.14015885,0.0450833,2021-08-01,sheikh
-0.1524147,0.042146344,2021-09-01,sheikh
-0.14395712,0.04574179,2021-10-01,sheikh
-0.09359273,0.078451805,2021-11-01,sheikh
-0.09854035,0.07904582,2021-12-01,sheikh
-0.113086045,0.07799821,2022-01-01,sheikh
-0.12329127,0.03731636,2017-02-01,laas caanood
-0.12144782,0.0359756,2017-03-01,laas caanood
-0.12776032,0.035017744,2017-04-01,laas caanood
-0.13794154,0.035537843,2017-05-01,laas caanood
-0.11377142,0.040997375,2017-06-01,laas caanood
-0.10514941,0.049951706,2017-07-01,laas caanood
-0.13141377,0.034670543,2017-08-01,laas caanood
-0.13087292,0.031019283,2017-09-01,laas caanood
-0.14470284,0.032248076,2017-10-01,laas caanood
-0.10635766,0.040308524,2017-11-01,laas caanood
-0.10128237,0.043477662,2017-12-01,laas caanood
-0.10967125,0.03374354,2018-01-01,laas caanood
-0.11294466,0.03336317,2018-02-01,laas caanood
-0.13337682,0.032599285,2018-03-01,laas caanood
-0.13041376,0.03540683,2018-04-01,laas caanood
-0.13761163,0.037586153,2018-05-01,laas caanood
-0.106020294,0.046330564,2018-06-01,laas caanood
-0.12768087,0.040276017,2018-07-01,laas caanood
-0.13639103,0.031774987,2018-08-01,laas caanood
-0.14341973,0.03376824,2018-09-01,laas caanood
-0.1430178,0.036328517,2018-10-01,laas caanood
-0.10410659,0.044269096,2018-11-01,laas caanood
-0.1276877,0.038977485,2018-12-01,laas caanood
-0.1312607,0.03882258,2019-01-01,laas caanood
-0.120639175,0.038019165,2019-02-01,laas caanood
-0.12499096,0.037330985,2019-03-01,laas caanood
-0.11639042,0.038303457,2019-04-01,laas caanood
-0.1260129,0.039590016,2019-05-01,laas caanood
-0.113745786,0.048334997,2019-06-01,laas caanood
-0.10274454,0.048473943,2019-07-01,laas caanood
-0.1156887,0.04105938,2019-08-01,laas caanood
-0.13520777,0.033914626,2019-09-01,laas caanood
-0.14402032,0.032784168,2019-10-01,laas caanood
-0.11328997,0.05162304,2019-11-01,laas caanood
-0.101080425,0.044670075,2019-12-01,laas caanood
-0.111807406,0.041852962,2020-01-01,laas caanood
-0.12717155,0.040080614,2020-02-01,laas caanood
-0.12821305,0.035853423,2020-03-01,laas caanood
-0.13529633,0.033292826,2020-04-01,laas caanood
-0.13486482,0.035757523,2020-05-01,laas caanood
-0.12679803,0.040333744,2020-06-01,laas caanood
-0.13105999,0.036559448,2020-07-01,laas caanood
-0.13843301,0.034887433,2020-08-01,laas caanood
-0.15390791,0.03351497,2020-09-01,laas caanood
-0.1334978,0.04968445,2020-10-01,laas caanood
-0.10060318,0.0478041,2020-11-01,laas caanood
-0.10240922,0.04362167,2020-12-01,laas caanood
-0.12778333,0.036888674,2021-01-01,laas caanood
-0.11798557,0.03504663,2021-02-01,laas caanood
-0.13291168,0.03446885,2021-03-01,laas caanood
-0.117804475,0.03598727,2021-04-01,laas caanood
-0.13403295,0.03559293,2021-05-01,laas caanood
-0.0917542,0.051200535,2021-06-01,laas caanood
-0.11318369,0.043657728,2021-07-01,laas caanood
-0.13129558,0.036608506,2021-08-01,laas caanood
-0.15548424,0.028707286,2021-09-01,laas caanood
-0.14739595,0.03696147,2021-10-01,laas caanood
-0.11695135,0.037720144,2021-11-01,laas caanood
-0.12853178,0.035875335,2021-12-01,laas caanood
-0.13132465,0.03622377,2022-01-01,laas caanood
-0.13883834,0.026433848,2017-02-01,caynabo
-0.13193947,0.027032817,2017-03-01,caynabo
-0.13941455,0.025361266,2017-04-01,caynabo
-0.15289271,0.02607894,2017-05-01,caynabo
-0.13512166,0.037626132,2017-06-01,caynabo
-0.13401803,0.03204665,2017-07-01,caynabo
-0.14807275,0.024858458,2017-08-01,caynabo
-0.14599219,0.024146901,2017-09-01,caynabo
-0.14986433,0.027403073,2017-10-01,caynabo
-0.13358875,0.030760968,2017-11-01,caynabo
-0.110949814,0.032448515,2017-12-01,caynabo
-0.12212206,0.028979095,2018-01-01,caynabo
-0.12698735,0.027308572,2018-02-01,caynabo
-0.14618519,0.025714736,2018-03-01,caynabo
-0.1446098,0.026007725,2018-04-01,caynabo
-0.15213238,0.032233655,2018-05-01,caynabo
-0.114548914,0.053146377,2018-06-01,caynabo
-0.1175134,0.041381508,2018-07-01,caynabo
-0.1260159,0.024696263,2018-08-01,caynabo
-0.1429317,0.026395304,2018-09-01,caynabo
-0.14828262,0.027675038,2018-10-01,caynabo
-0.12082719,0.038254533,2018-11-01,caynabo
-0.13213828,0.032498524,2018-12-01,caynabo
-0.13033222,0.029624509,2019-01-01,caynabo
-0.13367148,0.025674094,2019-02-01,caynabo
-0.1421609,0.02428461,2019-03-01,caynabo
-0.13469261,0.025249237,2019-04-01,caynabo
-0.14651993,0.025925305,2019-05-01,caynabo
-0.13308564,0.037727874,2019-06-01,caynabo
-0.102199346,0.04342784,2019-07-01,caynabo
-0.11286347,0.043377504,2019-08-01,caynabo
-0.13834459,0.030593123,2019-09-01,caynabo
-0.14739281,0.027322866,2019-10-01,caynabo
-0.110687815,0.040633615,2019-11-01,caynabo
-0.105162464,0.04185489,2019-12-01,caynabo
-0.09403307,0.05124339,2020-01-01,caynabo
-0.10869801,0.041667238,2020-02-01,caynabo
-0.13161846,0.025703968,2020-03-01,caynabo
-0.14235565,0.024523728,2020-04-01,caynabo
-0.13214085,0.034375496,2020-05-01,caynabo
-0.094592296,0.053631537,2020-06-01,caynabo
-0.113445215,0.044818167,2020-07-01,caynabo
-0.13923787,0.0372775,2020-08-01,caynabo
-0.15407127,0.029016336,2020-09-01,caynabo
-0.15382454,0.027186578,2020-10-01,caynabo
-0.13794132,0.028853433,2020-11-01,caynabo
-0.14105043,0.029469147,2020-12-01,caynabo
-0.13872531,0.027414681,2021-01-01,caynabo
-0.13842303,0.029429799,2021-02-01,caynabo
-0.15047903,0.027848491,2021-03-01,caynabo
-0.14873196,0.024181044,2021-04-01,caynabo
-0.1559183,0.025166858,2021-05-01,caynabo
-0.09169502,0.050416347,2021-06-01,caynabo
-0.10829767,0.03187472,2021-07-01,caynabo
-0.14192306,0.035716202,2021-08-01,caynabo
-0.15657522,0.025585635,2021-09-01,caynabo
-0.15406585,0.028359555,2021-10-01,caynabo
-0.122024305,0.036139093,2021-11-01,caynabo
-0.13710397,0.029046228,2021-12-01,caynabo
-0.15139562,0.03035708,2022-01-01,caynabo
-0.12564766,0.028739974,2017-02-01,taleex
-0.120645486,0.027979204,2017-03-01,taleex
-0.126203,0.026242325,2017-04-01,taleex
-0.13296562,0.026481446,2017-05-01,taleex
-0.13197528,0.030372635,2017-06-01,taleex
-0.13390516,0.025895562,2017-07-01,taleex
-0.14024419,0.028295534,2017-08-01,taleex
-0.13707887,0.026511926,2017-09-01,taleex
-0.14498171,0.027966384,2017-10-01,taleex
-0.11927682,0.026960509,2017-11-01,taleex
-0.13106662,0.053787395,2017-12-01,taleex
-0.11725166,0.029150285,2018-01-01,taleex
-0.1187613,0.02821232,2018-02-01,taleex
-0.13428333,0.0287141,2018-03-01,taleex
-0.13420871,0.028267577,2018-04-01,taleex
-0.14173272,0.031987138,2018-05-01,taleex
-0.12959969,0.030854637,2018-06-01,taleex
-0.13146389,0.030700823,2018-07-01,taleex
-0.13527375,0.024484145,2018-08-01,taleex
-0.1426366,0.026366854,2018-09-01,taleex
-0.13468887,0.028240923,2018-10-01,taleex
-0.11839234,0.044006273,2018-11-01,taleex
-0.13110249,0.031055452,2018-12-01,taleex
-0.12917851,0.030021824,2019-01-01,taleex
-0.123277016,0.028630372,2019-02-01,taleex
-0.12051387,0.02819721,2019-03-01,taleex
-0.12213802,0.029142398,2019-04-01,taleex
-0.11804509,0.028096782,2019-05-01,taleex
-0.12252553,0.029134106,2019-06-01,taleex
-0.11044671,0.043776464,2019-07-01,taleex
-0.11089781,0.041077822,2019-08-01,taleex
-0.12935038,0.02959108,2019-09-01,taleex
-0.13338698,0.027591845,2019-10-01,taleex
-0.12084223,0.03362035,2019-11-01,taleex
-0.12438559,0.035329606,2019-12-01,taleex
-0.121504,0.03270621,2020-01-01,taleex
-0.12170349,0.03397767,2020-02-01,taleex
-0.12380827,0.027175447,2020-03-01,taleex
-0.13794754,0.024215333,2020-04-01,taleex
-0.13468648,0.02951883,2020-05-01,taleex
-0.1234056,0.03835565,2020-06-01,taleex
-0.12299366,0.03693592,2020-07-01,taleex
-0.14050207,0.03990995,2020-08-01,taleex
-0.14582825,0.024311706,2020-09-01,taleex
-0.14573658,0.027196212,2020-10-01,taleex
-0.1222004,0.034349386,2020-11-01,taleex
-0.12500833,0.031524226,2020-12-01,taleex
-0.13220762,0.030770313,2021-01-01,taleex
-0.123581424,0.028703878,2021-02-01,taleex
-0.13093802,0.02788536,2021-03-01,taleex
-0.12638879,0.028207833,2021-04-01,taleex
-0.14187615,0.026380202,2021-05-01,taleex
-0.1169389,0.035374243,2021-06-01,taleex
-0.124695204,0.030236643,2021-07-01,taleex
-0.13500175,0.026541969,2021-08-01,taleex
-0.14820915,0.025473755,2021-09-01,taleex
-0.14612994,0.02683962,2021-10-01,taleex
-0.109647445,0.030907135,2021-11-01,taleex
-0.12277293,0.029696168,2021-12-01,taleex
-0.12480901,0.028322859,2022-01-01,taleex
-0.11251459,0.03177913,2017-02-01,xudun
-0.10539793,0.031795867,2017-03-01,xudun
-0.113224104,0.030509425,2017-04-01,xudun
-0.12576522,0.029948408,2017-05-01,xudun
-0.12119961,0.029628703,2017-06-01,xudun
-0.11578061,0.034286078,2017-07-01,xudun
-0.1259684,0.03279585,2017-08-01,xudun
-0.123565316,0.028147787,2017-09-01,xudun
-0.13500723,0.031034539,2017-10-01,xudun
-0.11981537,0.031052731,2017-11-01,xudun
-0.10390561,0.031159358,2017-12-01,xudun
-0.10374055,0.029659513,2018-01-01,xudun
-0.104138575,0.030096475,2018-02-01,xudun
-0.12434362,0.029640257,2018-03-01,xudun
-0.122795455,0.032267954,2018-04-01,xudun
-0.1287852,0.029269341,2018-05-01,xudun
-0.10401872,0.04295773,2018-06-01,xudun
-0.11738478,0.041930176,2018-07-01,xudun
-0.12232678,0.025948672,2018-08-01,xudun
-0.12969089,0.03341714,2018-09-01,xudun
-0.1353635,0.029697338,2018-10-01,xudun
-0.10636937,0.033258475,2018-11-01,xudun
-0.12622541,0.031825375,2018-12-01,xudun
-0.1179282,0.032469235,2019-01-01,xudun
-0.116888426,0.031782378,2019-02-01,xudun
-0.11726916,0.029672064,2019-03-01,xudun
-0.10222906,0.029890671,2019-04-01,xudun
-0.11785355,0.030371021,2019-05-01,xudun
-0.120151415,0.044757802,2019-06-01,xudun
-0.09195703,0.049520046,2019-07-01,xudun
-0.100174144,0.044191122,2019-08-01,xudun
-0.12552279,0.034307174,2019-09-01,xudun
-0.13115592,0.03167595,2019-10-01,xudun
-0.111222506,0.035906665,2019-11-01,xudun
-0.103364654,0.040611014,2019-12-01,xudun
-0.11180932,0.041655518,2020-01-01,xudun
-0.13068564,0.03680311,2020-02-01,xudun
-0.13160908,0.03400839,2020-03-01,xudun
-0.13721125,0.03105161,2020-04-01,xudun
-0.14131433,0.032647002,2020-05-01,xudun
-0.12758756,0.039610352,2020-06-01,xudun
-0.12875122,0.040757243,2020-07-01,xudun
-0.13594851,0.03726921,2020-08-01,xudun
-0.1478125,0.03121494,2020-09-01,xudun
-0.1373062,0.040104732,2020-10-01,xudun
-0.12183876,0.03482247,2020-11-01,xudun
-0.12038872,0.033929143,2020-12-01,xudun
-0.12624201,0.03250537,2021-01-01,xudun
-0.11759963,0.034696028,2021-02-01,xudun
-0.13410124,0.033048853,2021-03-01,xudun
-0.12297734,0.034338474,2021-04-01,xudun
-0.13647184,0.033903513,2021-05-01,xudun
-0.10233533,0.044731338,2021-06-01,xudun
-0.11493307,0.041022204,2021-07-01,xudun
-0.13012402,0.029468654,2021-08-01,xudun
-0.1479983,0.029634094,2021-09-01,xudun
-0.14338508,0.028969202,2021-10-01,xudun
-0.12275022,0.033895332,2021-11-01,xudun
-0.13240588,0.0320899,2021-12-01,xudun
-0.132329,0.031683635,2022-01-01,xudun
-0.13270801,0.04630833,2017-02-01,qardho
-0.14970946,0.03886721,2017-03-01,qardho
-0.14956672,0.025323072,2017-04-01,qardho
-0.1500292,0.023970949,2017-05-01,qardho
-0.14913116,0.040903945,2017-06-01,qardho
-0.15061569,0.02486819,2017-07-01,qardho
-0.16027239,0.023230808,2017-08-01,qardho
-0.15893915,0.022398032,2017-09-01,qardho
-0.16555503,0.02286851,2017-10-01,qardho
-0.14364131,0.02801157,2017-11-01,qardho
-0.15575795,0.08233641,2017-12-01,qardho
-0.13834935,0.026753299,2018-01-01,qardho
-0.1429398,0.025886565,2018-02-01,qardho
-0.1537369,0.02416189,2018-03-01,qardho
-0.14523272,0.023872102,2018-04-01,qardho
-0.15989535,0.039345775,2018-05-01,qardho
-0.1432502,0.027387483,2018-06-01,qardho
-0.14907375,0.028008575,2018-07-01,qardho
-0.15079126,0.022846205,2018-08-01,qardho
-0.15853406,0.02112995,2018-09-01,qardho
-0.15356892,0.025165912,2018-10-01,qardho
-0.14949115,0.034303874,2018-11-01,qardho
-0.13976227,0.028025389,2018-12-01,qardho
-0.15101895,0.02680198,2019-01-01,qardho
-0.14787532,0.025359625,2019-02-01,qardho
-0.14383267,0.025823547,2019-03-01,qardho
-0.15368974,0.025000244,2019-04-01,qardho
-0.14128241,0.024412347,2019-05-01,qardho
-0.14401397,0.024408042,2019-06-01,qardho
-0.14216326,0.033488143,2019-07-01,qardho
-0.1421679,0.033489563,2019-08-01,qardho
-0.1558884,0.025779396,2019-09-01,qardho
-0.15753874,0.024815392,2019-10-01,qardho
-0.14436549,0.035006434,2019-11-01,qardho
-0.15196037,0.037183087,2019-12-01,qardho
-0.13114646,0.04574237,2020-01-01,qardho
-0.11764369,0.039654158,2020-02-01,qardho
-0.13305572,0.027581867,2020-03-01,qardho
-0.13391863,0.025147459,2020-04-01,qardho
-0.14408973,0.033650283,2020-05-01,qardho
-0.1351489,0.04151271,2020-06-01,qardho
-0.14166388,0.03435937,2020-07-01,qardho
-0.16388522,0.03716391,2020-08-01,qardho
-0.15931635,0.022238526,2020-09-01,qardho
-0.16335174,0.024857102,2020-10-01,qardho
-0.146378,0.027168794,2020-11-01,qardho
-0.1445785,0.029585958,2020-12-01,qardho
-0.13763611,0.029796023,2021-01-01,qardho
-0.14709939,0.027024081,2021-02-01,qardho
-0.14393397,0.028080894,2021-03-01,qardho
-0.14838088,0.02497288,2021-04-01,qardho
-0.15378821,0.023544025,2021-05-01,qardho
-0.14042966,0.035903044,2021-06-01,qardho
-0.146621,0.02811553,2021-07-01,qardho
-0.15624009,0.029330032,2021-08-01,qardho
-0.16222532,0.022275556,2021-09-01,qardho
-0.16284935,0.023827786,2021-10-01,qardho
-0.12789471,0.032796707,2021-11-01,qardho
-0.1373802,0.031207222,2021-12-01,qardho
-0.14134033,0.028824339,2022-01-01,qardho
-0.12607162,0.04263422,2017-02-01,garoowe
-0.12885176,0.038742237,2017-03-01,garoowe
-0.13216855,0.03476675,2017-04-01,garoowe
-0.13765137,0.03370566,2017-05-01,garoowe
-0.13036852,0.04044499,2017-06-01,garoowe
-0.13631804,0.032239337,2017-07-01,garoowe
-0.15306373,0.032242972,2017-08-01,garoowe
-0.14961208,0.031771798,2017-09-01,garoowe
-0.1564938,0.02980269,2017-10-01,garoowe
-0.12252957,0.033062395,2017-11-01,garoowe
-0.13746804,0.050932765,2017-12-01,garoowe
-0.123674236,0.03563708,2018-01-01,garoowe
-0.12475151,0.03565075,2018-02-01,garoowe
-0.13892236,0.034384727,2018-03-01,garoowe
-0.13896841,0.03474023,2018-04-01,garoowe
-0.14639121,0.04874448,2018-05-01,garoowe
-0.12657627,0.035847064,2018-06-01,garoowe
-0.13681735,0.036030788,2018-07-01,garoowe
-0.14272842,0.028281244,2018-08-01,garoowe
-0.1463938,0.03057266,2018-09-01,garoowe
-0.14301673,0.03531089,2018-10-01,garoowe
-0.12783171,0.06072851,2018-11-01,garoowe
-0.1264598,0.03646172,2018-12-01,garoowe
-0.14007421,0.03806678,2019-01-01,garoowe
-0.13045195,0.036951173,2019-02-01,garoowe
-0.12846361,0.035992194,2019-03-01,garoowe
-0.13439839,0.037983086,2019-04-01,garoowe
-0.1250108,0.036246147,2019-05-01,garoowe
-0.1312054,0.03673003,2019-06-01,garoowe
-0.11845039,0.048117634,2019-07-01,garoowe
-0.12002486,0.045669537,2019-08-01,garoowe
-0.13602225,0.03381163,2019-09-01,garoowe
-0.14293449,0.03311969,2019-10-01,garoowe
-0.1338167,0.041437056,2019-11-01,garoowe
-0.12085003,0.040702596,2019-12-01,garoowe
-0.11304442,0.049205624,2020-01-01,garoowe
-0.11197102,0.043444946,2020-02-01,garoowe
-0.11969077,0.032972243,2020-03-01,garoowe
-0.13694225,0.02957503,2020-04-01,garoowe
-0.13861893,0.03407479,2020-05-01,garoowe
-0.1363557,0.037040483,2020-06-01,garoowe
-0.13674903,0.034172975,2020-07-01,garoowe
-0.15349919,0.036255706,2020-08-01,garoowe
-0.15318942,0.029963141,2020-09-01,garoowe
-0.15454993,0.03425842,2020-10-01,garoowe
-0.13223591,0.03967381,2020-11-01,garoowe
-0.1295905,0.03762458,2020-12-01,garoowe
-0.13302334,0.035503216,2021-01-01,garoowe
-0.1337879,0.035621896,2021-02-01,garoowe
-0.13880692,0.034079015,2021-03-01,garoowe
-0.12979583,0.035619814,2021-04-01,garoowe
-0.14485314,0.032704245,2021-05-01,garoowe
-0.120028034,0.042978328,2021-06-01,garoowe
-0.13289942,0.03485606,2021-07-01,garoowe
-0.13936909,0.0363731,2021-08-01,garoowe
