area,date,New Admissions (GAM),Measles Cases,AWD/cholera cases,AWD/Cholera deaths,Malaria Cases,Insecurity - Incidents,Insecurity - Fatalities,Displacement (arrivals),Displacement (departures),Total alarms,pop,Price of water,Sorghum prices,Maize prices,Red Rice prices,Local goat prices,Wage labor,TOT (goat to cereals),TOT (wage to cereals),Cost of Minimum Basket (CMB)
borama,2009-01-01,,,,,,,,,,0,320229.4240506329,,4000.0,5000.0,4700.0,173750.0,30000.0,37.0,6.0,
baki,2009-01-01,,,,,,,,,,0,49745.60632911392,,4796.25,4750.0,5631.25,165400.0,25625.0,30.0,4.75,
lughaye,2009-01-01,,,,,,,,,,0,73469.8540506329,,5860.0,5350.0,6000.0,129600.0,25000.0,22.0,5.0,
zeylac,2009-01-01,,,,,,,,,,0,51597.866202531644,,6300.0,6300.0,7000.0,207375.0,35000.0,30.0,5.0,
hargeysa,2009-01-01,,,,,,,,,,1,667613.693670886,,6000.0,6000.0,5700.0,240000.0,25000.0,42.0,4.0,
berbera,2009-01-01,,,,,,,,,,0,87709.49316455696,,8699.0625,5041.666666666667,13364.0625,425100.0,35156.25,38.75,4.1875,
gebiley,2009-01-01,,,,,,,,,,0,111876.77924050634,,3325.0,3250.0,6125.0,118250.0,22500.0,19.0,4.0,
burco,2009-01-01,,,,,,,,,,0,346934.09493670886,,4000.0,4375.0,7125.0,207500.0,25000.0,29.0,4.0,
buuhoodle,2009-01-01,,,,,,,,,,0,184408.39620253164,,12375.0,12062.5,20937.5,566250.0,77500.0,28.0,4.0,
owdweyne,2009-01-01,,,,,,,,,,0,67513.5735443038,,6233.020833333333,5138.88888888889,8729.6875,290866.6666666667,28385.416666666668,36.583333333333336,4.0625,
sheikh,2009-01-01,,,,,,,,,,0,43511.30063291139,,6233.020833333333,5138.88888888889,8729.6875,290866.6666666667,28385.416666666668,36.583333333333336,4.0625,
laas caanood,2009-01-01,,,,,,,,,,0,95946.12025316455,,20750.0,19750.0,34750.0,925000.0,130000.0,27.0,4.0,
caynabo,2009-01-01,,,,,,,,,,0,104252.30924050632,,14281.25,12062.5,24462.5,712250.0,81500.0,34.5,4.0,
taleex,2009-01-01,,,,,,,,,,0,40260.82974683544,,19166.666666666668,21875.0,31312.5,921875.0,115000.0,29.666666666666668,3.333333333333333,
xudun,2009-01-01,,,,,,,,,,0,36155.66594936709,,17589.583333333336,17895.833333333332,24500.0,775000.0,110000.0,33.03333333333334,3.666666666666667,
ceerigaabo,2009-01-01,,,,,,,,,,0,170160.38607594935,,13750.0,19885.416666666664,35250.0,700000.0,120000.0,20.0,3.0,
ceel afweyn,2009-01-01,,,,,,,,,,0,91967.32810126584,,20000.0,11852.083333333332,35000.0,1087500.0,65000.0,54.0,4.0,
laasqoray,2009-01-01,,,,,,,,,,0,125592.24177215189,,16972.222222222223,20753.472222222223,30354.166666666668,857291.6666666666,105000.0,29.55555555555556,3.111111111111111,
bossaso,2009-01-01,,,,,,,,,,0,204852.3886075949,,18000.0,20500.0,24500.0,950000.0,80000.0,39.0,3.0,
bandarbeyla,2009-01-01,,,,,,,,,,0,34883.237341772154,,33000.0,21989.872685185182,40000.0,862500.0,100000.0,26.0,4.0,
caluula,2009-01-01,,,,,,,,,,0,61486.5741772152,,23625.0,20500.0,30312.5,917187.5,87500.0,34.125,3.375,
iskushuban,2009-01-01,,,,,,,,,,0,79583.09088607595,,25500.0,20500.0,32250.0,906250.0,90000.0,32.5,3.5,
qandala,2009-01-01,,,,,,,,,,0,60499.58,,21750.0,20500.0,28375.0,928125.0,85000.0,35.75,3.25,
qardho,2009-01-01,,,,,,,,,,0,129758.81265822783,,24091.26984126984,21525.694444444445,32738.09523809524,949702.3809523808,98571.42857142857,32.1031746031746,3.4206349206349205,
garoowe,2009-01-01,,,,,,,,,,0,80789.2858227848,,23000.0,24000.0,30750.0,1287500.0,100000.0,42.0,3.0,
burtinle,2009-01-01,,,,,,,,,,0,84269.62227848101,,23500.0,23500.0,29750.0,942500.0,117500.0,40.0,5.0,
eyl,2009-01-01,,,,,,,,,,0,54320.57518987342,,33000.0,23943.92361111111,40000.0,862500.0,100000.0,26.0,4.0,
gaalkacyo,2009-01-01,,,,,,,,,,0,162930.3417721519,,11000.0,21166.666666666668,29500.0,1125000.0,90000.0,38.0,3.0,
galdogob,2009-01-01,,,,,,,,,,0,54870.78759493671,,11000.0,21166.666666666668,29500.0,1125000.0,90000.0,38.0,3.0,
hobyo,2009-01-01,,,,,,,,,,0,82080.9035443038,,15250.0,13250.0,40000.0,812500.0,40000.0,53.0,3.0,
jariiban,2009-01-01,,,,,,,,,,0,83363.02215189874,,28000.0,26750.0,34812.5,1182500.0,100000.0,42.0,4.0,
xarardheere,2009-01-01,,,,,,,,,,0,83681.94987341772,,11250.0,11000.0,40000.0,750000.0,50000.0,19.0,1.0,
dhuusamarreeb,2009-01-01,,,,,,,,,,0,109715.25822784811,,18000.0,20000.0,40000.0,752500.0,70000.0,19.0,2.0,
cabudwaaq,2009-01-01,,,,,,,,,,0,56756.7829113924,,20000.0,20000.0,32000.0,700000.0,120000.0,22.0,4.0,
cadaado,2009-01-01,,,,,,,,,,0,114404.52569620252,,16062.5,18604.166666666668,35375.0,847500.0,80000.0,33.0,3.0,
ceel buur,2009-01-01,,,,,,,,,,0,97737.40734177217,,13200.0,12950.0,37350.0,695500.0,60500.0,31.6,3.2,
ceel dheer,2009-01-01,,,,,,,,,,0,101558.04151898736,,11000.0,11250.0,40000.0,612500.0,50000.0,15.0,1.0,
belet weyne,2009-01-01,,,,,,,,,,0,208078.9734177215,,10500.0,9250.0,26750.0,550000.0,92500.0,52.0,9.0,
bulo burto,2009-01-01,,,,,,,,,,0,132940.59493670886,,10353.25,8551.142857142857,32514.28571428572,648562.5,47035.71428571428,79.51428571428572,4.7,
jalalaqsi,2009-01-01,,,,,,,,,,0,102926.93860759494,,4400.0,4800.0,30400.0,568000.0,44258.92857142857,129.0,5.9,
jowhar,2009-01-01,,,,,,,,,,0,300786.8,,7392.0,6775.0,33500.0,922500.0,50000.0,136.0,7.0,
adan yabaal,2009-01-01,,,,,,,,,,0,81065.6,,24000.0,8462.785714285714,33228.57142857143,700000.0,30000.0,69.37857142857143,4.4,
balcad,2009-01-01,,,,,,,,,,0,176049.30379746837,,7225.0,8000.0,20000.0,975000.0,32500.0,122.0,5.0,
cadale,2009-01-01,,,,,,,,,,0,64696.40139240506,,8250.0,9250.0,30000.0,497500.0,50000.0,54.0,6.0,
banadir,2009-01-01,,,,,,,,,,0,967994.8481012658,,7750.0,7667.0,29750.0,1115000.0,41250.0,145.0,5.0,
marka,2009-01-01,,,,,,,,,,0,221201.4683544304,,6333.0,6834.0,31500.0,1245000.0,57500.0,182.0,8.0,
afgooye,2009-01-01,,,,,,,,,,0,245185.59367088607,,6528.4,6698.2,27670.0,969500.0,33000.0,145.8,4.8,
baraawe,2009-01-01,,,,,,,,,,0,91515.33012658228,,10000.0,6300.0,35000.0,712500.0,60000.0,113.0,10.0,
kurtunwaarey,2009-01-01,,,,,,,,,,0,74499.03405063291,,7000.0,7416.0,34500.0,887500.0,110000.0,120.0,15.0,
qoryooley,2009-01-01,,,,,,,,,,0,204097.6329113924,,5000.0,5157.0,31500.0,900000.0,20000.0,175.0,4.0,
sablaale,2009-01-01,,,,,,,,,,1,60287.29556962025,,6968.75,7065.166666666667,32125.0,711250.0,85750.0,110.5,13.166666666666666,
wanla weyn,2009-01-01,,,,,,,,,,0,184948.1037974684,,6334.0,5833.0,25600.0,612500.0,13750.0,105.0,2.0,
baydhaba,2009-01-01,,,,,,,,,,0,366461.2278481013,,6000.0,8250.0,36000.0,552500.0,52500.0,92.0,9.0,
buur hakaba,2009-01-01,,,,,,,,,,0,192756.0025316456,,4875.0,6125.0,32500.0,657500.0,75000.0,135.0,16.0,
diinsoor,2009-01-01,,,,,,,,,,0,107218.16936708862,,6000.0,8250.0,32750.0,535000.0,32000.0,89.0,5.0,
qansax dheere,2009-01-01,,,,,,,,,,0,119236.3746835443,,5250.0,10000.0,33750.0,805000.0,75000.0,153.0,14.0,
xudur,2009-01-01,,,,,,,,,,0,126211.11012658228,,7500.0,7500.0,34500.0,612500.0,37500.0,82.0,5.0,
ceel barde,2009-01-01,,,,,,,,,,0,55416.498607594935,,10500.0,9000.0,40000.0,587500.0,15000.0,56.0,1.0,
tayeeglow,2009-01-01,,,,,,,,,,0,119006.3116455696,,6000.0,9000.0,34000.0,527500.0,32500.0,88.0,6.0,
waajid,2009-01-01,,,,,,,,,,0,90893.47569620251,,6750.0,7583.333333333333,36166.66666666666,555000.0,63333.333333333336,87.0,7.0,
rab dhuure,2009-01-01,,,,,,,,,,0,57778.24253164557,,8250.0,7770.833333333333,37166.66666666666,563750.0,53958.333333333336,75.0,4.333333333333333,
garbahaarey,2009-01-01,,,,,,,,,,0,101052.45012658228,,7250.0,10650.0,35541.666666666664,667500.0,91250.0,101.5,10.0,
baardheere,2009-01-01,,,,,,,,,,0,127104.97341772151,,6500.0,8000.0,35000.0,650000.0,71250.0,100.0,11.0,
belet xaawo,2009-01-01,,,,,,,,,,0,272403.81607594935,,11666.666666666666,20000.0,35000.0,810000.0,180000.0,63.833333333333336,8.666666666666666,
ceel waaq,2009-01-01,,,,,,,,,,0,33340.071772151896,,11250.0,12883.333333333334,35500.0,687500.0,68750.0,61.0,6.0,
doolow,2009-01-01,,,,,,,,,,0,38119.57772151899,,16500.0,16000.0,36500.0,480000.0,169500.0,29.0,10.0,
luuq,2009-01-01,,,,,,,,,,0,99051.52379746836,,9402.777777777776,7000.0,38000.0,500000.0,100000.0,74.72222222222221,8.166666666666666,
bu'aale,2009-01-01,,,,,,,,,,0,72399.69088607594,,7656.25,6800.0,30000.0,687500.0,130000.0,101.0,19.0,
jilib,2009-01-01,,,,,,,,,,0,145950.03164556963,,8656.25,7500.0,28000.0,787500.0,107500.0,105.0,14.0,
saakow,2009-01-01,,,,,,,,,,0,116269.31518987342,,7539.0625,8762.5,34437.5,558750.0,73750.0,80.0,10.0,
kismaayo,2009-01-01,,,,,,,,,,0,209158.0265822785,,8000.0,9000.0,30000.0,820000.0,160000.0,91.0,18.0,
afmadow,2009-01-01,,,,,,,,,,0,106179.01683544304,,10000.0,12000.0,40000.0,362500.0,61750.0,30.0,5.0,
badhaadhe,2009-01-01,,,,,,,,,,0,78281.29518987342,,9000.0,10500.0,35000.0,591250.0,110875.0,60.5,11.5,
jamaame,2009-01-01,,,,,,,,,,0,154842.8658227848,,8885.416666666666,7660.0,28750.0,782500.0,77000.0,102.0,10.0,
borama,2009-02-01,,,,,,,,,,0,320229.4240506329,,4500.0,5000.0,4500.0,180750.0,30000.0,40.0,7.0,
baki,2009-02-01,,,,,,,,,,0,49745.60632911392,,3925.0,3500.0,5831.25,159062.5,25250.0,30.75,5.25,
lughaye,2009-02-01,,,,,,,,,,0,73469.8540506329,,4200.0,4250.0,5875.0,112750.0,26000.0,27.0,7.0,
zeylac,2009-02-01,,,,,,,,,,0,51597.866202531644,,4800.0,4625.0,6000.0,180000.0,30000.0,30.0,5.0,
hargeysa,2009-02-01,,,,,,,,,,1,667613.693670886,,4000.0,3000.0,5700.0,230000.0,25000.0,40.0,4.0,
berbera,2009-02-01,,,,,,,,,,0,87709.49316455696,,7981.25,3500.0,12007.8125,425703.125,35062.5,39.4375,4.3125,
gebiley,2009-02-01,,,,,,,,,,0,111876.77924050634,,3000.0,2500.0,7250.0,112750.0,20000.0,16.0,3.0,
burco,2009-02-01,,,,,,,,,,0,346934.09493670886,,4000.0,4000.0,6500.0,201250.0,25000.0,31.0,4.0,
buuhoodle,2009-02-01,,,,,,,,,,0,184408.39620253164,,11375.0,11250.0,20000.0,538125.0,77500.0,28.5,4.0,
owdweyne,2009-02-01,,,,,,,,,,0,67513.5735443038,,5327.083333333333,3500.0,8069.270833333333,285651.0416666667,28354.166666666668,36.8125,4.104166666666667,
sheikh,2009-02-01,,,,,,,,,,0,43511.30063291139,,5327.083333333333,3500.0,8069.270833333333,285651.0416666667,28354.166666666668,36.8125,4.104166666666667,
laas caanood,2009-02-01,,,,,,,,,,0,95946.12025316455,,18750.0,18500.0,33500.0,875000.0,130000.0,26.0,4.0,
caynabo,2009-02-01,,,,,,,,,,0,104252.30924050632,,13531.25,11250.0,22400.0,705375.0,81500.0,35.375,4.0,
taleex,2009-02-01,,,,,,,,,,0,40260.82974683544,,16500.0,18250.0,29437.5,937500.0,115000.0,32.0,3.6666666666666665,
xudun,2009-02-01,,,,,,,,,,0,36155.66594936709,,16756.25,16000.0,22000.0,800000.0,110000.0,34.475,3.733333333333333,
ceerigaabo,2009-02-01,,,,,,,,,,0,170160.38607594935,,15000.0,17125.0,35000.0,800000.0,120000.0,23.0,3.0,
ceel afweyn,2009-02-01,,,,,,,,,,0,91967.32810126584,,20000.0,10375.0,30000.0,1112500.0,65000.0,56.0,4.0,
laasqoray,2009-02-01,,,,,,,,,,0,125592.24177215189,,15833.333333333334,17791.666666666668,28812.5,893333.3333333334,105000.0,32.666666666666664,3.555555555555556,
bossaso,2009-02-01,,,,,,,,,,0,204852.3886075949,,16000.0,18000.0,22000.0,942500.0,80000.0,43.0,4.0,
bandarbeyla,2009-02-01,,,,,,,,,,0,34883.237341772154,,30500.0,18539.972222222223,34500.0,837500.0,100000.0,27.0,4.0,
caluula,2009-02-01,,,,,,,,,,0,61486.5741772152,,21437.5,18000.0,26687.5,903125.0,87500.0,37.0,4.0,
iskushuban,2009-02-01,,,,,,,,,,0,79583.09088607595,,23250.0,18000.0,28250.0,890000.0,90000.0,35.0,4.0,
qandala,2009-02-01,,,,,,,,,,0,60499.58,,19625.0,18000.0,25125.0,916250.0,85000.0,39.0,4.0,
qardho,2009-02-01,,,,,,,,,,0,129758.81265822783,,21190.47619047619,18008.333333333336,29250.0,944761.9047619049,98571.42857142857,34.80952380952381,3.888888888888889,
garoowe,2009-02-01,,,,,,,,,,0,80789.2858227848,,15750.0,18000.0,27250.0,1275000.0,100000.0,47.0,4.0,
burtinle,2009-02-01,,,,,,,,,,0,84269.62227848101,,18000.0,15688.0,24500.0,942500.0,102500.0,52.0,6.0,
eyl,2009-02-01,,,,,,,,,,0,54320.57518987342,,30500.0,19611.583333333336,34500.0,837500.0,100000.0,27.0,4.0,
gaalkacyo,2009-02-01,,,,,,,,,,0,162930.3417721519,,17616.666666666668,12000.0,26000.0,1000000.0,90000.0,38.0,3.0,
galdogob,2009-02-01,,,,,,,,,,0,54870.78759493671,,17616.666666666668,12000.0,26000.0,1000000.0,90000.0,38.0,3.0,
hobyo,2009-02-01,,,,,,,,,,0,82080.9035443038,,8600.0,7200.0,37600.0,790000.0,31250.0,92.0,4.0,
jariiban,2009-02-01,,,,,,,,,,0,83363.02215189874,,26250.0,26750.0,42500.0,990000.0,100000.0,38.0,4.0,
xarardheere,2009-02-01,,,,,,,,,,0,83681.94987341772,,7500.0,9250.0,32750.0,730000.0,50000.0,22.0,2.0,
dhuusamarreeb,2009-02-01,,,,,,,,,,0,109715.25822784811,,17000.0,18000.0,38250.0,752500.0,70000.0,20.0,2.0,
cabudwaaq,2009-02-01,,,,,,,,,,0,56756.7829113924,,20000.0,20000.0,31500.0,725000.0,90000.0,23.0,3.0,
cadaado,2009-02-01,,,,,,,,,,0,114404.52569620252,,15804.166666666668,14300.0,33337.5,816875.0,70312.5,43.25,3.0,
ceel buur,2009-02-01,,,,,,,,,,0,97737.40734177217,,9120.0,10090.0,33220.0,679500.0,62750.0,46.4,5.0,
ceel dheer,2009-02-01,,,,,,,,,,0,101558.04151898736,,5250.0,9000.0,34250.0,525000.0,50000.0,15.0,1.0,
belet weyne,2009-02-01,,,,,,,,,,0,208078.9734177215,,7250.0,7000.0,23250.0,600000.0,112500.0,83.0,16.0,
bulo burto,2009-02-01,,,,,,,,,,0,132940.59493670886,,7949.125,6724.714285714285,29717.14285714286,617250.0,52714.28571428572,100.77142857142856,8.0,
jalalaqsi,2009-02-01,,,,,,,,,,0,102926.93860759494,,3840.0,4000.0,34800.0,516000.0,42241.07142857143,134.0,7.0,
jowhar,2009-02-01,,,,,,,,,,0,300786.8,,5800.0,5650.0,30000.0,837500.0,50000.0,148.0,9.0,
adan yabaal,2009-02-01,,,,,,,,,,0,81065.6,,24000.0,7431.178571428572,31441.78571428572,700000.0,30000.0,71.19285714285715,5.0,
balcad,2009-02-01,,,,,,,,,,0,176049.30379746837,,2600.0,6000.0,25000.0,937500.0,27500.0,156.0,5.0,
cadale,2009-02-01,,,,,,,,,,0,64696.40139240506,,7700.0,10000.0,27000.0,345000.0,36250.0,35.0,4.0,
banadir,2009-02-01,,,,,,,,,,0,967994.8481012658,,7667.0,6167.0,23250.0,1052500.0,36250.0,171.0,6.0,
marka,2009-02-01,,,,,,,,,,0,221201.4683544304,,5000.0,5078.0,24000.0,1227500.0,56250.0,242.0,11.0,
afgooye,2009-02-01,,,,,,,,,,0,245185.59367088607,,5051.2,5406.2,25350.0,947000.0,35250.0,177.8,6.8,
baraawe,2009-02-01,,,,,,,,,,0,91515.33012658228,,24000.0,7450.0,20500.0,775000.0,30000.0,104.0,5.0,
kurtunwaarey,2009-02-01,,,,,,,,,,0,74499.03405063291,,9844.0,4625.0,13833.0,837500.0,47500.0,181.0,11.0,
qoryooley,2009-02-01,,,,,,,,,,0,204097.6329113924,,4656.0,4453.0,27000.0,962500.0,25000.0,216.0,6.0,
sablaale,2009-02-01,,,,,,,,,,0,60287.29556962025,,9368.8,6037.5,23472.166666666668,702083.3333333334,63958.333333333336,134.83333333333334,12.333333333333334,
wanla weyn,2009-02-01,,,,,,,,,,0,184948.1037974684,,5333.0,5333.0,27500.0,555000.0,31250.0,104.0,6.0,
baydhaba,2009-02-01,,,,,,,,,,0,366461.2278481013,,5400.0,7000.0,24500.0,587500.0,55000.0,109.0,10.0,
buur hakaba,2009-02-01,,,,,,,,,,0,192756.0025316456,,3750.0,5000.0,25500.0,645000.0,80000.0,172.0,22.0,
diinsoor,2009-02-01,,,,,,,,,,0,107218.16936708862,,4000.0,5150.0,26000.0,670000.0,36250.0,168.0,9.0,
qansax dheere,2009-02-01,,,,,,,,,,0,119236.3746835443,,4875.0,7000.0,31500.0,745000.0,75000.0,153.0,15.0,
xudur,2009-02-01,,,,,,,,,,0,126211.11012658228,,6750.0,6700.0,32000.0,595000.0,40000.0,88.0,6.0,
ceel barde,2009-02-01,,,,,,,,,,0,55416.498607594935,,9500.0,9000.0,36500.0,650000.0,25000.0,68.0,3.0,
tayeeglow,2009-02-01,,,,,,,,,,0,119006.3116455696,,3000.0,6000.0,25000.0,525000.0,32500.0,175.0,11.0,
waajid,2009-02-01,,,,,,,,,,0,90893.47569620251,,6075.0,6900.0,31500.0,544166.6666666666,65000.0,98.5,8.0,
rab dhuure,2009-02-01,,,,,,,,,,0,57778.24253164557,,7441.666666666667,7400.0,34500.0,559791.6666666666,57500.0,84.83333333333333,5.666666666666667,
garbahaarey,2009-02-01,,,,,,,,,,0,101052.45012658228,,6381.25,10605.0,30708.33333333333,603750.0,100916.66666666669,101.5,11.25,
baardheere,2009-02-01,,,,,,,,,,0,127104.97341772151,,5750.0,6625.0,27250.0,525000.0,71250.0,91.0,12.0,
belet xaawo,2009-02-01,,,,,,,,,,0,272403.81607594935,,10960.416666666666,25400.0,36500.0,815000.0,228000.0,62.16666666666666,9.083333333333334,
ceel waaq,2009-02-01,,,,,,,,,,0,33340.071772151896,,9500.0,14210.0,26500.0,500000.0,76250.0,53.0,8.0,
doolow,2009-02-01,,,,,,,,,,0,38119.57772151899,,17000.0,18000.0,37250.0,540000.0,130000.0,32.0,8.0,
luuq,2009-02-01,,,,,,,,,,0,99051.52379746836,,8876.388888888889,7000.0,38000.0,450000.0,100000.0,81.33333333333333,8.666666666666668,
bu'aale,2009-02-01,,,,,,,,,,0,72399.69088607594,,7023.45,6875.0,30000.0,610000.0,80000.0,89.0,12.0,
jilib,2009-02-01,,,,,,,,,,0,145950.03164556963,,5250.0,7125.0,25000.0,675000.0,110000.0,95.0,15.0,
saakow,2009-02-01,,,,,,,,,,0,116269.31518987342,,6562.1125,7225.0,28312.5,570312.5,60062.5,98.5,9.5,
kismaayo,2009-02-01,,,,,,,,,,0,209158.0265822785,,7250.0,9000.0,24500.0,902500.0,167500.0,100.0,19.0,
afmadow,2009-02-01,,,,,,,,,,0,106179.01683544304,,9475.0,10250.0,30000.0,476250.0,52750.0,46.0,5.0,
badhaadhe,2009-02-01,,,,,,,,,,0,78281.29518987342,,8362.5,9625.0,27250.0,689375.0,110125.0,73.0,12.0,
jamaame,2009-02-01,,,,,,,,,,0,154842.8658227848,,7325.0,6800.0,26000.0,697500.0,73250.0,103.0,11.0,
borama,2009-03-01,,,,,,,,,,0,320229.4240506329,,3500.0,3000.0,5500.0,150000.0,35000.0,27.0,6.0,895750.0
baki,2009-03-01,,,,,,,,,,0,49745.60632911392,,3090.0,4200.0,5800.0,152750.0,26800.0,30.25,5.5,879567.5
lughaye,2009-03-01,,,,,,,,,,0,73469.8540506329,,3660.0,3600.0,6000.0,120000.0,26000.0,33.0,8.0,832422.5
zeylac,2009-03-01,,,,,,,,,,0,51597.866202531644,,6300.0,3300.0,7000.0,175000.0,31500.0,25.0,5.0,721950.0
hargeysa,2009-03-01,,,,,,,,,,1,667613.693670886,,3000.0,5400.0,5400.0,230000.0,25000.0,43.0,5.0,863385.0
berbera,2009-03-01,,,,,,,,,,0,87709.49316455696,,5522.5,4533.333333333333,10675.0,428812.5,35450.0,49.8125,5.125,1005317.5
gebiley,2009-03-01,,,,,,,,,,0,111876.77924050634,,2200.0,4200.0,6300.0,111000.0,21200.0,18.0,3.0,879567.5
burco,2009-03-01,,,,,,,,,,0,346934.09493670886,,4000.0,4000.0,6500.0,212500.0,25000.0,33.0,4.0,1273000.0
buuhoodle,2009-03-01,,,,,,,,,,0,184408.39620253164,,11875.0,9750.0,16250.0,560000.0,77500.0,34.0,4.5,2641031.5
owdweyne,2009-03-01,,,,,,,,,,0,67513.5735443038,,4174.166666666667,4644.444444444444,7525.0,290437.5,28483.33333333333,41.9375,4.708333333333333,1047234.1666666666
sheikh,2009-03-01,,,,,,,,,,0,43511.30063291139,,4174.166666666667,4644.444444444444,7525.0,290437.5,28483.33333333333,41.9375,4.708333333333333,1047234.1666666666
laas caanood,2009-03-01,,,,,,,,,,0,95946.12025316455,,19750.0,15500.0,26000.0,907500.0,130000.0,35.0,5.0,4009063.0
caynabo,2009-03-01,,,,,,,,,,0,104252.30924050632,,11906.25,9750.0,19214.0,730000.0,81500.0,48.75,4.875,2641031.5
taleex,2009-03-01,,,,,,,,,,0,40260.82974683544,,15750.0,13750.0,25830.0,949375.0,115000.0,37.0,4.333333333333333,3220062.6666666665
xudun,2009-03-01,,,,,,,,,,0,36155.66594936709,,14881.25,13000.0,22320.0,850000.0,110000.0,48.35,4.841666666666667,3221414.2916666665
ceerigaabo,2009-03-01,,,,,,,,,,0,170160.38607594935,,15000.0,13375.0,30000.0,840000.0,120000.0,28.0,4.0,3015500.0
ceel afweyn,2009-03-01,,,,,,,,,,0,91967.32810126584,,12000.0,8931.666666666666,25000.0,1120000.0,65000.0,93.0,6.0,2231252.658333333
laasqoray,2009-03-01,,,,,,,,,,0,125592.24177215189,,14916.666666666666,14375.0,25110.0,981458.3333333334,105000.0,41.333333333333336,4.111111111111111,3818062.555555556
bossaso,2009-03-01,,,,,,,,,,0,204852.3886075949,,14000.0,16000.0,19500.0,1155000.0,80000.0,59.0,4.0,5218625.0
bandarbeyla,2009-03-01,,,,,,,,,,0,34883.237341772154,,23000.0,14718.75,30000.0,875000.0,100000.0,38.0,5.0,4148866.241975309
caluula,2009-03-01,,,,,,,,,,0,61486.5741772152,,17375.0,16000.0,23437.5,1050000.0,87500.0,51.125,4.375,5218625.0
iskushuban,2009-03-01,,,,,,,,,,0,79583.09088607595,,18500.0,16000.0,24750.0,1015000.0,90000.0,48.5,4.5,5218625.0
qandala,2009-03-01,,,,,,,,,,0,60499.58,,16250.0,16000.0,22125.0,1085000.0,85000.0,53.75,4.25,5218625.0
qardho,2009-03-01,,,,,,,,,,0,129758.81265822783,,17380.952380952378,14425.0,25741.42857142857,1007261.9047619049,98571.42857142857,44.261904761904766,4.42063492063492,4022200.0444444446
garoowe,2009-03-01,,,,,,,,,,0,80789.2858227848,,12500.0,12000.0,25000.0,1200000.0,100000.0,48.0,4.0,2635625.0
burtinle,2009-03-01,,,,,,,,,,0,84269.62227848101,,12000.0,11000.0,22750.0,1057500.0,100000.0,88.0,9.0,2959496.0
eyl,2009-03-01,,,,,,,,,,0,54320.57518987342,,23000.0,13731.25,30000.0,875000.0,100000.0,38.0,5.0,3205773.681481482
gaalkacyo,2009-03-01,,,,,,,,,,0,162930.3417721519,,9200.0,11500.0,24800.0,1160000.0,90000.0,47.0,4.0,2233800.0
galdogob,2009-03-01,,,,,,,,,,0,54870.78759493671,,9200.0,11500.0,24800.0,1160000.0,90000.0,47.0,4.0,2233800.0
hobyo,2009-03-01,,,,,,,,,,0,82080.9035443038,,6250.0,6000.0,32000.0,700000.0,30000.0,112.0,5.0,2394100.0
jariiban,2009-03-01,,,,,,,,,,0,83363.02215189874,,19000.0,17500.0,41000.0,802500.0,100000.0,42.0,6.0,2698292.4203703706
xarardheere,2009-03-01,,,,,,,,,,0,83681.94987341772,,5000.0,7000.0,28500.0,750000.0,50000.0,26.0,2.0,1620500.0
dhuusamarreeb,2009-03-01,,,,,,,,,,0,109715.25822784811,,18000.0,20000.0,35800.0,760000.0,66000.0,21.0,2.0,3328000.0
cabudwaaq,2009-03-01,,,,,,,,,,0,56756.7829113924,,10000.0,16000.0,26000.0,1100000.0,70000.0,42.0,3.0,2518000.0
cadaado,2009-03-01,,,,,,,,,,0,114404.52569620252,,10862.5,13375.0,29650.0,930000.0,64000.0,55.5,3.5,2618475.0
ceel buur,2009-03-01,,,,,,,,,,0,97737.40734177217,,8430.0,10230.0,29610.0,682000.0,61600.0,51.8,5.2,2970370.0
ceel dheer,2009-03-01,,,,,,,,,,0,101558.04151898736,,5500.0,10750.0,31750.0,600000.0,50000.0,19.0,2.0,2011750.0
belet weyne,2009-03-01,,,,,,,,,,0,208078.9734177215,,7400.0,7400.0,20000.0,600000.0,112000.0,81.0,15.0,5497500.0
bulo burto,2009-03-01,,,,,,,,,,0,132940.59493670886,,6998.5,7578.0,27357.5,653375.0,68012.5,95.97142857142856,11.171428571428573,3014792.5
jalalaqsi,2009-03-01,,,,,,,,,,0,102926.93860759494,,5500.0,5500.0,32500.0,575000.0,162500.0,105.0,30.0,2297171.25
jowhar,2009-03-01,,,,,,,,,,0,300786.8,,5325.0,7125.0,28000.0,985000.0,57500.0,138.0,8.0,1579550.0
adan yabaal,2009-03-01,,,,,,,,,,0,81065.6,,16000.0,8207.0,30000.0,700000.0,30000.0,64.74285714285713,12.042857142857144,2441237.9166666665
balcad,2009-03-01,,,,,,,,,,0,176049.30379746837,,2600.0,6600.0,20000.0,787500.0,32500.0,119.0,5.0,1524873.0
cadale,2009-03-01,,,,,,,,,,0,64696.40139240506,,7000.0,9000.0,24000.0,347500.0,40000.0,39.0,5.0,1960708.0416666665
banadir,2009-03-01,,,,,,,,,,0,967994.8481012658,,6667.0,6334.0,21750.0,787500.0,33750.0,119.0,5.0,663810.0
marka,2009-03-01,,,,,,,,,,0,221201.4683544304,,5078.0,4922.0,20000.0,1105500.0,52500.0,225.0,11.0,1720983.0
afgooye,2009-03-01,,,,,,,,,,0,245185.59367088607,,4866.8,5673.2,21250.0,845600.0,39000.0,153.2,7.0,2331259.0
baraawe,2009-03-01,,,,,,,,,,0,91515.33012658228,,6250.0,7075.0,18000.0,837500.0,35000.0,118.0,5.0,1452247.0
