area,date,New Admissions (GAM),Measles Cases,AWD/cholera cases,AWD/Cholera deaths,Malaria Cases,Insecurity - Incidents,Insecurity - Fatalities,Displacement (arrivals),Displacement (departures),Total alarms,pop,Price of water,Sorghum prices,Maize prices,Red Rice prices,Local goat prices,Wage labor,TOT (goat to cereals),TOT (wage to cereals),Cost of Minimum Basket (CMB)
laas caanood,2012-03-01,,,,,,,,,,2,95946.12025316455,80000.0,17000.0,20000.0,20000.0,1382500.0,100000.0,69.0,5.0,4525750.0
caynabo,2012-03-01,,,,,,,,,,0,104252.30924050632,52800.0,14150.0,12375.0,15850.0,1027500.0,68750.0,72.1,6.25,2777962.5
taleex,2012-03-01,,,,,,,,,,0,40260.82974683544,52250.0,19333.33333333333,19750.0,19500.0,1303125.0,110625.0,64.5,5.75,4295707.333333333
xudun,2012-03-01,,,,,,,,,,0,36155.66594936709,85000.0,20000.0,16781.25,18250.0,1337500.0,72500.0,67.0,4.0,4008135.458333333
ceerigaabo,2012-03-01,,,,,,,,,,0,170160.38607594935,40000.0,19777.777777777777,17177.083333333332,17000.0,875000.0,120000.0,51.0,7.0,4433122.0
ceel afweyn,2012-03-01,,,,,,,,,,0,91967.32810126584,50000.0,20000.0,15000.0,25000.0,1212500.0,66083.33333333333,61.0,6.9,2649156.925
laasqoray,2012-03-01,,,,,,,,,,0,125592.24177215189,34083.333333333336,21537.03703703704,18463.541666666664,18833.33333333333,1226041.6666666667,103541.66666666669,63.5,5.583333333333333,4326107.777777777
bossaso,2012-03-01,,,,,,,,,,1,204852.3886075949,10000.0,25500.0,18463.541666666664,20000.0,1500000.0,80000.0,75.0,4.0,4249494.0
bandarbeyla,2012-03-01,,,,,,,,,,0,34883.237341772154,32500.0,23000.0,18715.16203703704,26250.0,1342500.0,100138.88888888888,58.0,5.027777777777778,4173441.6098765433
caluula,2012-03-01,,,,,,,,,,0,61486.5741772152,18437.5,24562.5,18463.541666666664,22343.75,1440937.5,80000.0,68.625,4.0,4249494.0
iskushuban,2012-03-01,,,,,,,,,,0,79583.09088607595,21250.0,24250.0,18463.541666666664,23125.0,1421250.0,80000.0,66.5,4.0,4249494.0
qandala,2012-03-01,,,,,,,,,,0,60499.58,15625.0,24875.0,18463.541666666664,21562.5,1460625.0,80000.0,70.75,4.0,4249494.0
qardho,2012-03-01,,,,,,,,,,0,129758.81265822783,26654.761904761905,22517.195767195768,18928.125,22386.90476190476,1393273.8095238097,104833.33333333334,65.21428571428571,5.266666666666667,4209810.622222222
garoowe,2012-03-01,,,,,,,,,,2,80789.2858227848,4000.0,21000.0,19500.0,22750.0,1617500.0,150000.0,71.0,7.0,3928250.0
burtinle,2012-03-01,,,,,,,,,,1,84269.62227848101,52500.0,21750.0,17833.333333333332,25000.0,1647500.0,100000.0,76.0,5.0,4045000.0
eyl,2012-03-01,,,,,,,,,,0,54320.57518987342,32500.0,23000.0,18753.81944444444,26250.0,1342500.0,115583.33333333334,58.0,5.816666666666666,4061020.207407408
gaalkacyo,2012-03-01,,,,,,,,,,1,162930.3417721519,22000.0,12000.0,14000.0,20000.0,1500000.0,110000.0,75.0,6.0,3681000.0
galdogob,2012-03-01,,,,,,,,,,0,54870.78759493671,22000.0,12000.0,14000.0,20000.0,1500000.0,110000.0,75.0,6.0,3681000.0
hobyo,2012-03-01,,,,,,,,,,0,82080.9035443038,50000.0,16250.0,15666.666666666666,24750.0,1100000.0,60000.0,64.25,4.75,3508680.0
jariiban,2012-03-01,,,,,,,,,,0,83363.02215189874,55000.0,21000.0,16563.45486111111,25500.0,1737500.0,107500.0,83.0,6.0,3823925.051851852
xarardheere,2012-03-01,,,,,,,,,,2,83681.94987341772,14000.0,14000.0,15000.0,20000.0,1200000.0,80000.0,60.0,4.0,2438415.0
dhuusamarreeb,2012-03-01,,,,,,,,,,1,109715.25822784811,25000.0,18000.0,18000.0,28000.0,1100000.0,90000.0,39.0,3.0,4406625.0
cabudwaaq,2012-03-01,,,,,,,,,,2,56756.7829113924,20000.0,20000.0,16500.0,20500.0,1200000.0,97500.0,59.0,5.0,4114000.0
cadaado,2012-03-01,,,,,,,,,,0,114404.52569620252,29250.0,16562.5,16041.666666666666,23312.5,1225000.0,89375.0,59.3125,4.6875,3927576.25
ceel buur,2012-03-01,,,,,,,,,,0,97737.40734177217,23733.4,12916.6,13933.333333333332,23366.6,1168750.0,77000.0,86.3125,5.35,3126362.0
ceel dheer,2012-03-01,,,,,,,,,,0,101558.04151898736,14667.0,9333.0,13000.0,25333.0,1056250.0,70000.0,73.15625,3.0,3090340.0
belet weyne,2012-03-01,,,,,,,,,,1,208078.9734177215,15000.0,7000.0,8000.0,18750.0,1275000.0,85000.0,182.0,12.0,2187750.0
bulo burto,2012-03-01,,,,,,,,,,0,132940.59493670886,17050.05,10645.085714285717,9160.619047619048,20006.2,1196562.5,67156.25,153.078125,8.058333333333334,2612763.0
jalalaqsi,2012-03-01,,,,,,,,,,1,102926.93860759494,15000.0,13811.271428571428,7000.0,15600.0,1180000.0,74000.0,158.02604166666666,7.019444444444445,2329681.5
jowhar,2012-03-01,,,,,,,,,,1,300786.8,16000.0,6600.0,8525.0,16000.0,1732500.0,80000.0,203.0,9.0,2046600.0
adan yabaal,2012-03-01,,,,,,,,,,1,81065.6,12000.0,30000.0,9790.15476190476,25000.0,800000.0,30000.0,125.56510416666666,5.519444444444445,2677594.833333333
balcad,2012-03-01,,,,,,,,,,0,176049.30379746837,17400.0,9300.0,6600.0,17000.0,1400000.0,32500.0,212.0,5.0,1977531.6666666667
cadale,2012-03-01,,,,,,,,,,0,64696.40139240506,30000.0,8000.0,10000.0,18000.0,1175000.0,40000.0,118.0,4.0,2257852.0
banadir,2012-03-01,,,,,,,,,,0,967994.8481012658,16000.0,5300.0,6600.0,19000.0,1800000.0,120000.0,273.0,18.0,2092263.0
marka,2012-03-01,,,,,,,,,,1,221201.4683544304,26750.0,5300.0,6000.0,14000.0,1787500.0,60000.0,298.0,10.0,1859750.0
afgooye,2012-03-01,,,,,,,,,,0,245185.59367088607,15000.0,4834.0,6667.0,21500.0,1375000.0,82500.0,206.0,12.0,1793732.0
baraawe,2012-03-01,,,,,,,,,,1,91515.33012658228,15000.0,6667.0,6000.0,15000.0,1475000.0,72500.0,246.0,13.0,2143737.5
kurtunwaarey,2012-03-01,,,,,,,,,,0,74499.03405063291,15000.0,3500.0,6750.0,15250.0,1207500.0,61250.0,179.0,10.0,2052738.8333333333
qoryooley,2012-03-01,,,,,,,,,,1,204097.6329113924,19250.0,4167.0,4500.0,14500.0,1012500.0,77500.0,225.0,17.0,2154729.0
sablaale,2012-03-01,,,,,,,,,,1,60287.29556962025,24166.666666666668,3704.25,6541.666666666667,18041.666666666668,966666.6666666666,65208.333333333336,228.0,15.666666666666666,2257510.2666666666
wanla weyn,2012-03-01,,,,,,,,,,1,184948.1037974684,10000.0,2666.0,6666.0,16000.0,1210000.0,82500.0,182.0,12.0,2117071.133333334
baydhaba,2012-03-01,,,,,,,,,,1,366461.2278481013,25000.0,3250.0,6000.0,16250.0,1397500.0,65000.0,430.0,20.0,2027375.0
buur hakaba,2012-03-01,,,,,,,,,,1,192756.0025316456,20000.0,2000.0,6000.0,18000.0,1007500.0,67500.0,504.0,34.0,2109654.038888889
diinsoor,2012-03-01,,,,,,,,,,1,107218.16936708862,40000.0,2650.0,3750.0,20000.0,730000.0,55000.0,275.0,21.0,2048500.0
qansax dheere,2012-03-01,,,,,,,,,,2,119236.3746835443,26250.0,2900.0,5000.0,21000.0,1480000.0,60000.0,510.0,21.0,2033916.6666666667
xudur,2012-03-01,,,,,,,,,,2,126211.11012658228,25000.0,6000.0,7500.0,20000.0,1125000.0,50000.0,188.0,8.0,2441500.0
ceel barde,2012-03-01,,,,,,,,,,1,55416.498607594935,40000.0,6500.0,7500.0,27500.0,962500.0,75000.0,148.0,12.0,1737500.0
tayeeglow,2012-03-01,,,,,,,,,,1,119006.3116455696,30000.0,6000.0,7000.0,20000.0,1150000.0,38750.0,192.0,7.0,2176230.453174603
waajid,2012-03-01,,,,,,,,,,1,90893.47569620251,21666.666666666668,4750.0,6166.666666666667,18750.0,1174166.6666666667,89166.66666666667,272.6666666666667,19.666666666666668,2222208.333333333
rab dhuure,2012-03-01,,,,,,,,,,1,57778.24253164557,25416.666666666668,5562.5,6541.666666666667,21562.5,1065416.6666666667,91666.66666666669,202.16666666666669,17.666666666666668,2149739.583333333
garbahaarey,2012-03-01,,,,,,,,,,1,101052.45012658228,20041.666666666668,5733.333333333333,6958.333333333333,19708.33333333333,1124583.3333333333,113750.0,272.1666666666667,20.666666666666668,2259527.1111111115
baardheere,2012-03-01,,,,,,,,,,1,127104.97341772151,15000.0,4000.0,6000.0,20000.0,1300000.0,80000.0,325.0,20.0,2025875.0
belet xaawo,2012-03-01,,,,,,,,,,1,272403.81607594935,27000.0,11250.0,10000.0,23000.0,780000.0,242500.0,69.0,22.0,2911496.0
ceel waaq,2012-03-01,,,,,,,,,,2,33340.071772151896,12000.0,8000.0,9750.0,18000.0,790000.0,82500.0,99.0,10.0,2360750.0
doolow,2012-03-01,,,,,,,,,,2,38119.57772151899,30000.0,7000.0,8000.0,25500.0,920000.0,220000.0,131.0,31.0,2554623.0
luuq,2012-03-01,,,,,,,,,,1,99051.52379746836,15000.0,5000.0,5000.0,20000.0,1000000.0,152500.0,200.0,31.0,2197750.0
bu'aale,2012-03-01,,,,,,,,,,3,72399.69088607594,30000.0,3177.125,8125.0,20000.0,652500.0,55000.0,80.0,7.0,2614850.0
jilib,2012-03-01,,,,,,,,,,1,145950.03164556963,25000.0,4516.125,8625.0,20000.0,727500.0,80000.0,84.0,9.0,2427725.0
saakow,2012-03-01,,,,,,,,,,1,116269.31518987342,27500.0,3275.708333333333,7093.75,20000.0,879625.0,71250.0,190.0,14.25,2294318.5
kismaayo,2012-03-01,,,,,,,,,,3,209158.0265822785,40000.0,3871.2204861111113,10500.0,18750.0,804500.0,109000.0,77.0,10.0,3054600.0
afmadow,2012-03-01,,,,,,,,,,1,106179.01683544304,25000.0,3742.2395833333335,10500.0,20000.0,836000.0,95000.0,80.0,9.0,2488049.0
badhaadhe,2012-03-01,,,,,,,,,,1,78281.29518987342,32500.0,3742.2395833333335,10500.0,19375.0,820250.0,102000.0,78.5,9.5,2771324.5
jamaame,2012-03-01,,,,,,,,,,2,154842.8658227848,8000.0,4129.182291666667,7833.0,15500.0,788750.0,53000.0,101.0,7.0,2212658.0
borama,2012-04-01,,,,,,,,,,2,320229.4240506329,3000.0,2900.0,3500.0,4750.0,255000.0,33500.0,54.0,7.0,979500.0
baki,2012-04-01,,,,,,,,,,0,49745.60632911392,7750.0,3125.0,3462.5,4812.5,258750.0,39625.0,56.25,9.0,996934.0
lughaye,2012-04-01,,,,,,,,,,0,73469.8540506329,10000.0,4000.0,3481.25,5000.0,145000.0,45000.0,36.0,12.0,905311.3333333334
zeylac,2012-04-01,,,,,,,,,,2,51597.866202531644,4000.0,5400.0,3490.625,6400.0,220000.0,40000.0,34.0,6.0,739500.0
hargeysa,2012-04-01,,,,,,,,,,1,667613.693670886,8000.0,3100.0,3425.0,4500.0,370000.0,30000.0,82.0,7.0,1014368.0
berbera,2012-04-01,,,,,,,,,,0,87709.49316455696,17937.5,7368.75,3295.833333333333,9703.125,570937.5,57093.75,71.8125,7.75,1012754.0
gebiley,2012-04-01,,,,,,,,,,1,111876.77924050634,10000.0,2500.0,3462.5,5000.0,265000.0,50000.0,53.0,10.0,996934.0
burco,2012-04-01,,,,,,,,,,1,346934.09493670886,6000.0,3500.0,3000.0,4500.0,380000.0,35000.0,84.0,8.0,1026960.0
buuhoodle,2012-04-01,,,,,,,,,,0,184408.39620253164,39250.0,3500.0,10500.0,12250.0,965000.0,67500.0,81.0,6.5,1736480.0
owdweyne,2012-04-01,,,,,,,,,,0,67513.5735443038,10645.833333333334,4656.25,3240.277777777778,6234.375,440312.5,40697.91666666666,79.27083333333333,7.583333333333333,1018027.3333333334
sheikh,2012-04-01,,,,,,,,,,0,43511.30063291139,10645.833333333334,4656.25,3240.277777777778,6234.375,440312.5,40697.91666666666,79.27083333333333,7.583333333333333,1018027.3333333334
laas caanood,2012-04-01,,,,,,,,,,1,95946.12025316455,72500.0,15250.0,18000.0,20000.0,1550000.0,100000.0,78.0,5.0,2446000.0
caynabo,2012-04-01,,,,,,,,,,0,104252.30924050632,53550.0,10500.0,10500.0,15950.0,1109000.0,85250.0,77.0,6.625,1736480.0
taleex,2012-04-01,,,,,,,,,,0,40260.82974683544,54125.0,18750.0,19000.0,20563.0,1450625.0,117500.0,69.0,6.0,3781381.6666666665
xudun,2012-04-01,,,,,,,,,,0,36155.66594936709,100000.0,16062.5,15833.333333333334,18000.0,1375000.0,100000.0,69.0,6.125,3199017.1666666665
ceerigaabo,2012-04-01,,,,,,,,,,0,170160.38607594935,40000.0,18187.5,17416.666666666668,21252.0,1200000.0,120000.0,56.0,6.0,4832207.0
ceel afweyn,2012-04-01,,,,,,,,,,0,91967.32810126584,50000.0,19750.0,10009.166666666668,25000.0,1275000.0,123750.0,65.0,7.0,2361483.6333333333
laasqoray,2012-04-01,,,,,,,,,,0,125592.24177215189,34708.333333333336,20562.5,18208.333333333336,20355.0,1387708.3333333333,105833.33333333331,68.0,5.333333333333333,4267861.888888889
bossaso,2012-04-01,,,,,,,,,,1,204852.3886075949,10000.0,24750.0,18208.333333333336,19250.0,1512500.0,80000.0,79.0,4.0,4189997.0
bandarbeyla,2012-04-01,,,,,,,,,,0,34883.237341772154,30000.0,27000.0,18539.81481481481,23000.0,1400000.0,120000.0,61.0,5.0,4048611.901234568
caluula,2012-04-01,,,,,,,,,,0,61486.5741772152,20000.0,25593.75,18208.333333333336,30000.0,1340000.0,200000.0,45.0,7.0,4189997.0
iskushuban,2012-04-01,,,,,,,,,,0,79583.09088607595,30000.0,25875.0,18208.333333333336,29200.0,1410000.0,120000.0,48.0,4.0,4189997.0
qandala,2012-04-01,,,,,,,,,,0,60499.58,20000.0,25312.5,18208.333333333336,26150.0,1420833.3333333333,133333.33333333334,57.333333333333336,5.0,4189997.0
qardho,2012-04-01,,,,,,,,,,0,129758.81265822783,27547.61904761905,23741.071428571428,18725.0,22981.14285714286,1490476.1904761903,116726.19047619046,65.28571428571429,5.19047619047619,4099035.111111111
garoowe,2012-04-01,,,,,,,,,,1,80789.2858227848,4000.0,22250.0,20000.0,23000.0,1677500.0,150000.0,73.0,7.0,4065938.0
burtinle,2012-04-01,,,,,,,,,,2,84269.62227848101,35000.0,20000.0,17333.333333333332,21750.0,1740000.0,100000.0,87.0,5.0,3405437.6666666665
eyl,2012-04-01,,,,,,,,,,0,54320.57518987342,30000.0,27000.0,18686.11111111111,25500.0,1595000.0,123750.0,59.0,5.0,3856803.592592593
gaalkacyo,2012-04-01,,,,,,,,,,1,162930.3417721519,22000.0,11500.0,14000.0,20000.0,1437500.0,110000.0,72.0,6.0,3704375.0
galdogob,2012-04-01,,,,,,,,,,0,54870.78759493671,22000.0,11500.0,14000.0,20000.0,1437500.0,110000.0,72.0,6.0,3704375.0
hobyo,2012-04-01,,,,,,,,,,0,82080.9035443038,50000.0,16625.0,15500.0,23750.0,1250000.0,55000.0,64.5,4.5,3528166.6666666665
jariiban,2012-04-01,,,,,,,,,,0,83363.02215189874,50000.0,23000.0,16379.86111111111,22750.0,1765000.0,100000.0,77.0,5.0,3623695.731481481
xarardheere,2012-04-01,,,,,,,,,,2,83681.94987341772,14000.0,14000.0,14500.0,19000.0,1275000.0,72500.0,67.0,4.0,2428750.0
dhuusamarreeb,2012-04-01,,,,,,,,,,2,109715.25822784811,25000.0,18000.0,18000.0,28000.0,1175000.0,90000.0,42.0,3.0,4451375.0
cabudwaaq,2012-04-01,,,,,,,,,,2,56756.7829113924,20000.0,18500.0,12000.0,20000.0,1200000.0,97500.0,60.0,5.0,4010000.0
cadaado,2012-04-01,,,,,,,,,,0,114404.52569620252,29250.0,16156.25,14875.0,22937.5,1265625.0,88125.0,59.625,4.625,3923479.1666666665
ceel buur,2012-04-01,,,,,,,,,,0,97737.40734177217,24200.0,13275.0,13400.0,22340.0,1264000.0,78300.0,85.9,6.1,3180398.333333333
ceel dheer,2012-04-01,,,,,,,,,,0,101558.04151898736,17000.0,10750.0,11000.0,22750.0,1200000.0,60000.0,53.0,3.0,3267750.0
belet weyne,2012-04-01,,,,,,,,,,0,208078.9734177215,15000.0,7000.0,8000.0,18200.0,1420000.0,114000.0,203.0,16.0,2225950.0
bulo burto,2012-04-01,,,,,,,,,,0,132940.59493670886,15742.857142857143,10946.42857142857,8781.0,19192.5,1210187.5,69506.25,145.48333333333332,8.683333333333334,2677437.083333333
jalalaqsi,2012-04-01,,,,,,,,,,0,102926.93860759494,15000.0,13386.607142857143,6000.0,15000.0,1162500.0,82500.0,148.82777777777778,7.227777777777778,2356543.5416666665
jowhar,2012-04-01,,,,,,,,,,1,300786.8,17000.0,6600.0,8900.0,15000.0,1675000.0,80000.0,188.0,9.0,2035650.0
adan yabaal,2012-04-01,,,,,,,,,,1,81065.6,12000.0,30000.0,8445.25,25000.0,800000.0,30000.0,115.07777777777778,5.727777777777778,2767243.5416666665
balcad,2012-04-01,,,,,,,,,,0,176049.30379746837,17400.0,8000.0,7300.0,18000.0,1350000.0,32500.0,185.0,5.0,1924827.6666666667
cadale,2012-04-01,,,,,,,,,,0,64696.40139240506,30000.0,6000.0,8000.0,18000.0,900000.0,30000.0,113.0,4.0,2271066.1874999995
banadir,2012-04-01,,,,,,,,,,0,967994.8481012658,15000.0,5300.0,9300.0,20000.0,2000000.0,150000.0,215.0,16.0,2006183.0
marka,2012-04-01,,,,,,,,,,0,221201.4683544304,27000.0,4975.0,6375.0,13000.0,1852500.0,70000.0,291.0,11.0,1809431.0
afgooye,2012-04-01,,,,,,,,,,0,245185.59367088607,15000.0,4500.0,7000.0,20000.0,1250000.0,87500.0,179.0,13.0,1732650.0
baraawe,2012-04-01,,,,,,,,,,1,91515.33012658228,15000.0,6500.0,6150.0,15000.0,1465000.0,42500.0,238.0,7.0,2090290.5
kurtunwaarey,2012-04-01,,,,,,,,,,0,74499.03405063291,20000.0,3450.0,6600.0,15500.0,1187500.0,56250.0,180.0,9.0,1949860.75
qoryooley,2012-04-01,,,,,,,,,,1,204097.6329113924,25000.0,4000.0,5425.0,15000.0,1137500.0,72500.0,210.0,13.0,1830647.25
sablaale,2012-04-01,,,,,,,,,,0,60287.29556962025,23333.33333333333,3550.0,6125.0,16333.333333333334,1122083.3333333333,60000.0,287.8333333333333,15.333333333333334,2161865.25
wanla weyn,2012-04-01,,,,,,,,,,1,184948.1037974684,10000.0,3000.0,6667.0,15250.0,1010000.0,77500.0,151.0,12.0,2040242.4
baydhaba,2012-04-01,,,,,,,,,,0,366461.2278481013,22500.0,3000.0,6000.0,13500.0,1440000.0,65000.0,480.0,22.0,1936750.0
buur hakaba,2012-04-01,,,,,,,,,,0,192756.0025316456,20000.0,2000.0,4750.0,15500.0,1150000.0,70000.0,575.0,35.0,1954185.941666667
diinsoor,2012-04-01,,,,,,,,,,0,107218.16936708862,30000.0,2250.0,3500.0,16000.0,1142500.0,55000.0,508.0,24.0,1805750.0
qansax dheere,2012-04-01,,,,,,,,,,1,119236.3746835443,25000.0,2625.0,5500.0,23000.0,1397500.0,62500.0,532.0,24.0,2098833.333333333
xudur,2012-04-01,,,,,,,,,,0,126211.11012658228,15000.0,6000.0,8000.0,19000.0,1082500.0,45000.0,180.0,8.0,2318125.0
ceel barde,2012-04-01,,,,,,,,,,0,55416.498607594935,15000.0,5000.0,5000.0,21000.0,1262500.0,80000.0,253.0,16.0,1365875.0
tayeeglow,2012-04-01,,,,,,,,,,0,119006.3116455696,16177.551020408164,6000.0,7500.0,20000.0,1150000.0,33750.0,192.0,6.0,2074080.775
waajid,2012-04-01,,,,,,,,,,0,90893.47569620251,17833.333333333332,4333.333333333333,6333.333333333333,18166.666666666668,1174166.6666666667,86666.66666666667,303.3333333333333,22.666666666666668,2124541.6666666665
rab dhuure,2012-04-01,,,,,,,,,,0,57778.24253164557,15958.333333333332,4833.333333333333,6083.333333333333,20041.666666666668,1129791.6666666667,90416.66666666669,246.5833333333333,21.166666666666668,1981822.9166666665
garbahaarey,2012-04-01,,,,,,,,,,0,101052.45012658228,19583.33333333333,5812.5,7541.666666666667,20125.0,1123750.0,111416.66666666669,271.6666666666667,21.33333333333333,2327159.388888889
baardheere,2012-04-01,,,,,,,,,,0,127104.97341772151,15000.0,6750.0,8000.0,21000.0,1200000.0,80000.0,178.0,12.0,2554000.0
belet xaawo,2012-04-01,,,,,,,,,,0,272403.81607594935,27000.0,10500.0,11000.0,21000.0,780000.0,220000.0,74.0,21.0,2851748.0
ceel waaq,2012-04-01,,,,,,,,,,1,33340.071772151896,12000.0,8000.0,9750.0,20250.0,925000.0,91000.0,116.0,11.0,2402875.0
doolow,2012-04-01,,,,,,,,,,2,38119.57772151899,30000.0,7000.0,8000.0,27000.0,872500.0,207500.0,125.0,30.0,2485249.0
luuq,2012-04-01,,,,,,,,,,0,99051.52379746836,16000.0,4000.0,5000.0,22000.0,1000000.0,150000.0,250.0,38.0,2118750.0
bu'aale,2012-04-01,,,,,,,,,,1,72399.69088607594,30000.0,2900.0,7750.0,20000.0,712500.0,65000.0,92.0,8.0,2592275.0
jilib,2012-04-01,,,,,,,,,,2,145950.03164556963,25000.0,4316.666666666667,8000.0,16000.0,1075000.0,71250.0,134.0,9.0,2371150.0
saakow,2012-04-01,,,,,,,,,,0,116269.31518987342,25000.0,3966.6666666666665,7362.5,19050.0,998200.0,79000.0,217.5,13.75,2350408.25
kismaayo,2012-04-01,,,,,,,,,,2,209158.0265822785,40000.0,4455.555555555556,10640.0,14000.0,932000.0,101400.0,88.0,10.0,2975075.0
afmadow,2012-04-01,,,,,,,,,,0,106179.01683544304,25000.0,4483.333333333334,10200.0,19200.0,937800.0,116000.0,92.0,11.0,2449608.0
badhaadhe,2012-04-01,,,,,,,,,,1,78281.29518987342,32500.0,4483.333333333334,10420.0,16600.0,934900.0,108700.0,90.0,10.5,2712341.5
jamaame,2012-04-01,,,,,,,,,,2,154842.8658227848,8000.0,4400.0,7200.0,16000.0,869000.0,56000.0,121.0,8.0,2242075.0
borama,2012-05-01,,,,,,,,,,2,320229.4240506329,4000.0,2500.0,3500.0,4550.0,283250.0,38500.0,62.0,8.0,902675.0
baki,2012-05-01,,,,,,,,,,0,49745.60632911392,7250.0,3012.5,3250.0,4862.5,246187.5,37125.0,52.5,8.0,935839.0
lughaye,2012-05-01,,,,,,,,,,1,73469.8540506329,10000.0,4000.0,3375.0,5000.0,140000.0,35000.0,35.0,9.0,913496.3333333334
zeylac,2012-05-01,,,,,,,,,,1,51597.866202531644,3500.0,4900.0,3437.5,5600.0,253750.0,36250.0,45.0,6.0,901975.0
hargeysa,2012-05-01,,,,,,,,,,2,667613.693670886,8000.0,2900.0,3000.0,5000.0,365000.0,25000.0,73.0,5.0,969003.0
berbera,2012-05-01,,,,,,,,,,0,87709.49316455696,17812.5,7321.875,3250.0,9840.625,599671.875,55531.25,70.375,7.0,974510.6666666666
gebiley,2012-05-01,,,,,,,,,,0,111876.77924050634,7000.0,2650.0,3250.0,4900.0,196500.0,50000.0,40.0,10.0,935839.0
burco,2012-05-01,,,,,,,,,,1,346934.09493670886,6000.0,3375.0,3500.0,4500.0,387500.0,35000.0,86.0,8.0,1018690.0
buuhoodle,2012-05-01,,,,,,,,,,0,184408.39620253164,28000.0,3375.0,10750.0,12250.0,1006250.0,67500.0,83.5,6.5,1766845.0
owdweyne,2012-05-01,,,,,,,,,,0,67513.5735443038,10604.166666666666,4532.291666666667,3250.0,6446.875,450723.9583333333,38510.41666666666,76.45833333333333,6.666666666666667,987401.222222222
sheikh,2012-05-01,,,,,,,,,,0,43511.30063291139,10604.166666666666,4532.291666666667,3250.0,6446.875,450723.9583333333,38510.41666666666,76.45833333333333,6.666666666666667,987401.222222222
laas caanood,2012-05-01,,,,,,,,,,1,95946.12025316455,50000.0,16625.0,18000.0,20000.0,1625000.0,100000.0,81.0,5.0,2515000.0
caynabo,2012-05-01,,,,,,,,,,0,104252.30924050632,35300.0,10843.75,10750.0,15950.0,1173750.0,87000.0,80.125,6.625,1766845.0
taleex,2012-05-01,,,,,,,,,,0,40260.82974683544,34125.0,20062.5,19000.0,20437.5,1544375.0,119375.0,74.33333333333333,6.0,3757562.6666666665
xudun,2012-05-01,,,,,,,,,,0,36155.66594936709,42500.0,16882.8125,15916.666666666666,18000.0,1450000.0,107500.0,73.49166666666666,6.125,3174117.6666666665
ceerigaabo,2012-05-01,,,,,,,,,,0,170160.38607594935,40000.0,18981.77083333333,17458.333333333332,21500.0,1325000.0,120000.0,62.0,6.0,4657063.0
ceel afweyn,2012-05-01,,,,,,,,,,0,91967.32810126584,50000.0,20000.0,10175.0,25000.0,1400000.0,125000.0,70.0,7.0,2318245.2666666666
laasqoray,2012-05-01,,,,,,,,,,0,125592.24177215189,27875.0,21014.75694444444,18229.166666666664,20479.166666666668,1489791.6666666667,113125.0,72.77777777777777,5.666666666666667,4126624.222222222
bossaso,2012-05-01,,,,,,,,,,1,204852.3886075949,9500.0,24000.0,18229.166666666664,19500.0,1600000.0,100000.0,82.0,5.0,3965247.0
bandarbeyla,2012-05-01,,,,,,,,,,0,34883.237341772154,30000.0,29000.0,18552.31481481481,23500.0,1500000.0,120000.0,64.0,5.0,3919766.9308641977
caluula,2012-05-01,,,,,,,,,,0,61486.5741772152,20000.0,25875.0,18229.166666666664,30000.0,1300000.0,200000.0,43.0,7.0,3965247.0
iskushuban,2012-05-01,,,,,,,,,,0,79583.09088607595,30000.0,26500.0,18229.166666666664,28000.0,1500000.0,120000.0,54.0,4.0,3965247.0
qandala,2012-05-01,,,,,,,,,,0,60499.58,19833.33333333333,25250.0,18229.166666666664,25833.33333333333,1466666.6666666667,140000.0,59.66666666666666,5.333333333333333,3965247.0
qardho,2012-05-01,,,,,,,,,,0,129758.81265822783,23642.85714285714,24725.32242063492,18737.5,22666.666666666668,1564523.8095238097,121071.42857142857,68.58730158730158,5.380952380952381,3983061.1777777774
garoowe,2012-05-01,,,,,,,,,,1,80789.2858227848,4000.0,23500.0,20000.0,22250.0,1777500.0,150000.0,80.0,7.0,4100625.0
burtinle,2012-05-01,,,,,,,,,,2,84269.62227848101,30000.0,23000.0,17333.333333333332,19500.0,1797500.0,120000.0,78.0,6.0,3349291.6666666665
eyl,2012-05-01,,,,,,,,,,0,54320.57518987342,30000.0,29000.0,18690.277777777777,24500.0,1540000.0,125000.0,53.0,5.0,3810992.614814815
gaalkacyo,2012-05-01,,,,,,,,,,1,162930.3417721519,22000.0,12000.0,14000.0,16500.0,1575000.0,110000.0,95.0,7.0,3432250.0
galdogob,2012-05-01,,,,,,,,,,0,54870.78759493671,22000.0,12000.0,14000.0,16500.0,1575000.0,110000.0,95.0,7.0,3432250.0
hobyo,2012-05-01,,,,,,,,,,0,82080.9035443038,50000.0,15750.0,15333.333333333334,23750.0,1375000.0,56250.0,70.25,4.75,3309500.333333333
jariiban,2012-05-01,,,,,,,,,,0,83363.02215189874,35000.0,20000.0,16339.236111111111,21750.0,1442000.0,100000.0,72.0,5.0,3475508.653703704
xarardheere,2012-05-01,,,,,,,,,,2,83681.94987341772,14000.0,13000.0,14000.0,18000.0,1300000.0,73750.0,72.0,4.0,2329750.0
dhuusamarreeb,2012-05-01,,,,,,,,,,1,109715.25822784811,25000.0,18000.0,18000.0,28000.0,1170000.0,90000.0,42.0,3.0,4166501.0
cabudwaaq,2012-05-01,,,,,,,,,,1,56756.7829113924,20000.0,16500.0,9500.0,20000.0,1250000.0,106000.0,63.0,5.0,3558750.0
