country,level 1 name,area,area id,analysis name,date of analysis,country population,#,% of total county pop,area phase,analysis period,phase 1#,phase 1%,phase 2#,phase 2%,phase 3#,phase 3%,phase 4#,phase 4%,phase 5#,phase 5%,phase 3+#,phase 3+%,# of population analyzed,% of population analyzed,projected area phase,projection period,projected phase 1#,projected phase 1%,projected phase 2#,projected phase 2%,projected phase 3#,projected phase 3%,projected phase 4#,projected phase 4%,projected phase 5#,projected phase 5%,projected phase 3+#,projected phase 3+%
Afghanistan: Acute Food Insecurity March 2022,,,,,Mar 2022,41727303.0,41727303.0,1.0,,Mar 2022 - May 2022,7451417.0,0.18,14625723.0,0.35,13036510.0,0.31,6593329.0,0.16,20324.0,0.0,19650163.0,0.47,41727303.0,1.0,,Jun 2022 - Nov 2022,8076291.0,0.2,14730490.0,0.35,12944658.0,0.31,5975864.0,0.14,0.0,0.0,18920522.0,0.45
Afghanistan,,Badakhshan,25114509.0,Acute Food Insecurity March 2022,Mar 2022,,1401209.0,,4.0,Mar 2022 - May 2022,140121.0,0.1,490423.0,0.35,420363.0,0.3,350302.0,0.25,0.0,0.0,770665.0,0.55,1401209.0,,4.0,Jun 2022 - Nov 2022,140121.0,0.1,490423.0,0.35,490423.0,0.35,280242.0,0.2,0.0,0.0,770665.0,0.55
Afghanistan,,Badghis,25114505.0,Acute Food Insecurity March 2022,Mar 2022,,730566.0,,4.0,Mar 2022 - May 2022,109585.0,0.15,219170.0,0.3,255698.0,0.35,146113.0,0.2,0.0,0.0,401811.0,0.55,730566.0,,4.0,Jun 2022 - Nov 2022,146113.0,0.2,219170.0,0.3,219170.0,0.3,146113.0,0.2,0.0,0.0,365283.0,0.5
Afghanistan,,Baghlan,25114453.0,Acute Food Insecurity March 2022,Mar 2022,,1077131.0,,3.0,Mar 2022 - May 2022,161570.0,0.15,484709.0,0.45,269283.0,0.25,161570.0,0.15,0.0,0.0,430853.0,0.4,1077131.0,,3.0,Jun 2022 - Nov 2022,323139.0,0.3,430852.0,0.4,215426.0,0.2,107713.0,0.1,0.0,0.0,323139.0,0.3
Afghanistan,,Baghlan Urban,25114457.0,Acute Food Insecurity March 2022,Mar 2022,,271631.0,,3.0,Mar 2022 - May 2022,54326.0,0.2,108652.0,0.4,67908.0,0.25,40745.0,0.15,0.0,0.0,108653.0,0.4,271631.0,,3.0,Jun 2022 - Nov 2022,81489.0,0.3,108652.0,0.4,54326.0,0.2,27163.0,0.1,0.0,0.0,81489.0,0.3
Afghanistan,,Balkh,25114455.0,Acute Food Insecurity March 2022,Mar 2022,,1356012.0,,4.0,Mar 2022 - May 2022,203402.0,0.15,406804.0,0.3,474604.0,0.35,271202.0,0.2,0.0,0.0,745806.0,0.55,1356012.0,,4.0,Jun 2022 - Nov 2022,203402.0,0.15,474604.0,0.35,406804.0,0.3,271202.0,0.2,0.0,0.0,678006.0,0.5
Afghanistan,,Balkh Urban,25114535.0,Acute Food Insecurity March 2022,Mar 2022,,650163.0,,3.0,Mar 2022 - May 2022,65016.0,0.1,260065.0,0.4,227557.0,0.35,97524.0,0.15,0.0,0.0,325081.0,0.5,650163.0,,3.0,Jun 2022 - Nov 2022,65016.0,0.1,260065.0,0.4,227557.0,0.35,97524.0,0.15,0.0,0.0,325081.0,0.5
Afghanistan,,Bamyan,25114459.0,Acute Food Insecurity March 2022,Mar 2022,,658750.0,,4.0,Mar 2022 - May 2022,65875.0,0.1,263500.0,0.4,197625.0,0.3,131750.0,0.2,0.0,0.0,329375.0,0.5,658750.0,,3.0,Jun 2022 - Nov 2022,164688.0,0.25,197625.0,0.3,197625.0,0.3,98813.0,0.15,0.0,0.0,296438.0,0.45
Afghanistan,,Daykundi,25114461.0,Acute Food Insecurity March 2022,Mar 2022,,686593.0,,4.0,Mar 2022 - May 2022,102989.0,0.15,205978.0,0.3,240308.0,0.35,137319.0,0.2,0.0,0.0,377627.0,0.55,686593.0,,4.0,Jun 2022 - Nov 2022,137319.0,0.2,171648.0,0.25,240308.0,0.35,137319.0,0.2,0.0,0.0,377627.0,0.55
Afghanistan,,Farah,25114463.0,Acute Food Insecurity March 2022,Mar 2022,,748435.0,,3.0,Mar 2022 - May 2022,224531.0,0.3,261952.0,0.35,187109.0,0.25,74844.0,0.1,0.0,0.0,261953.0,0.35,748435.0,,3.0,Jun 2022 - Nov 2022,261952.0,0.35,261952.0,0.35,149687.0,0.2,74844.0,0.1,0.0,0.0,224531.0,0.3
Afghanistan,,Faryab,25114517.0,Acute Food Insecurity March 2022,Mar 2022,,1295551.0,,4.0,Mar 2022 - May 2022,129555.0,0.1,453443.0,0.35,453443.0,0.35,259110.0,0.2,0.0,0.0,712553.0,0.55,1295551.0,,4.0,Jun 2022 - Nov 2022,129555.0,0.1,518220.0,0.4,388665.0,0.3,259110.0,0.2,0.0,0.0,647775.0,0.5
Afghanistan,,Faryab Urban,25114465.0,Acute Food Insecurity March 2022,Mar 2022,,178951.0,,3.0,Mar 2022 - May 2022,35790.0,0.2,62633.0,0.35,53685.0,0.3,26843.0,0.15,0.0,0.0,80528.0,0.45,178951.0,,3.0,Jun 2022 - Nov 2022,35790.0,0.2,62633.0,0.35,53685.0,0.3,26843.0,0.15,0.0,0.0,80528.0,0.45
Afghanistan,,Ghazni,25114467.0,Acute Food Insecurity March 2022,Mar 2022,,1811190.0,,3.0,Mar 2022 - May 2022,362238.0,0.2,724476.0,0.4,543357.0,0.3,181119.0,0.1,0.0,0.0,724476.0,0.4,1811190.0,,3.0,Jun 2022 - Nov 2022,452798.0,0.25,724476.0,0.4,452798.0,0.25,181119.0,0.1,0.0,0.0,633917.0,0.35
Afghanistan,,Ghor,25114469.0,Acute Food Insecurity March 2022,Mar 2022,,1016220.0,,4.0,Mar 2022 - May 2022,152433.0,0.15,355677.0,0.35,254055.0,0.25,233731.0,0.23,20324.0,0.02,508110.0,0.5,1016220.0,,4.0,Jun 2022 - Nov 2022,152433.0,0.15,355677.0,0.35,254055.0,0.25,254055.0,0.25,0.0,0.0,508110.0,0.5
Afghanistan,,Helmand Urban,25114519.0,Acute Food Insecurity March 2022,Mar 2022,,119410.0,,3.0,Mar 2022 - May 2022,23882.0,0.2,41794.0,0.35,35823.0,0.3,17912.0,0.15,0.0,0.0,53735.0,0.45,119410.0,,3.0,Jun 2022 - Nov 2022,23882.0,0.2,35823.0,0.3,41794.0,0.35,17912.0,0.15,0.0,0.0,59706.0,0.5
Afghanistan,,Hilmand,25114471.0,Acute Food Insecurity March 2022,Mar 2022,,1803082.0,,3.0,Mar 2022 - May 2022,360616.0,0.2,540925.0,0.3,631079.0,0.35,270462.0,0.15,0.0,0.0,901541.0,0.5,1803082.0,,3.0,Jun 2022 - Nov 2022,360616.0,0.2,721233.0,0.4,540925.0,0.3,180308.0,0.1,0.0,0.0,721233.0,0.4
Afghanistan,,Hirat,25114473.0,Acute Food Insecurity March 2022,Mar 2022,,2074221.0,,3.0,Mar 2022 - May 2022,414844.0,0.2,725977.0,0.35,622266.0,0.3,311133.0,0.15,0.0,0.0,933399.0,0.45,2074221.0,,3.0,Jun 2022 - Nov 2022,414844.0,0.2,725977.0,0.35,622266.0,0.3,311133.0,0.15,0.0,0.0,933399.0,0.45
Afghanistan,,Hirat Urban,25114475.0,Acute Food Insecurity March 2022,Mar 2022,,771395.0,,3.0,Mar 2022 - May 2022,115709.0,0.15,308558.0,0.4,231419.0,0.3,115709.0,0.15,0.0,0.0,347128.0,0.45,771395.0,,4.0,Jun 2022 - Nov 2022,77140.0,0.1,269988.0,0.35,269988.0,0.35,154279.0,0.2,0.0,0.0,424267.0,0.55
Afghanistan,,Jawzjan,25114539.0,Acute Food Insecurity March 2022,Mar 2022,,637862.0,,4.0,Mar 2022 - May 2022,95679.0,0.15,255145.0,0.4,159466.0,0.25,127572.0,0.2,0.0,0.0,287038.0,0.45,637862.0,,4.0,Jun 2022 - Nov 2022,95679.0,0.15,255145.0,0.4,159466.0,0.25,127572.0,0.2,0.0,0.0,287038.0,0.45
Afghanistan,,Jawzjan Urban,25114521.0,Acute Food Insecurity March 2022,Mar 2022,,162493.0,,4.0,Mar 2022 - May 2022,24374.0,0.15,56873.0,0.35,48748.0,0.3,32499.0,0.2,0.0,0.0,81247.0,0.5,162493.0,,4.0,Jun 2022 - Nov 2022,24374.0,0.15,56873.0,0.35,48748.0,0.3,32499.0,0.2,0.0,0.0,81247.0,0.5
Afghanistan,,Kabul,25114477.0,Acute Food Insecurity March 2022,Mar 2022,,1006843.0,,3.0,Mar 2022 - May 2022,201369.0,0.2,302053.0,0.3,352395.0,0.35,151026.0,0.15,0.0,0.0,503421.0,0.5,1006843.0,,3.0,Jun 2022 - Nov 2022,251711.0,0.25,251711.0,0.25,402737.0,0.4,100684.0,0.1,0.0,0.0,503421.0,0.5
Afghanistan,,Kabul Urban,25114479.0,Acute Food Insecurity March 2022,Mar 2022,,5911781.0,,3.0,Mar 2022 - May 2022,1182356.0,0.2,1773534.0,0.3,2069123.0,0.35,886767.0,0.15,0.0,0.0,2955890.0,0.5,5911781.0,,3.0,Jun 2022 - Nov 2022,886767.0,0.15,1773534.0,0.3,2364712.0,0.4,886767.0,0.15,0.0,0.0,3251479.0,0.55
Afghanistan,,Kandahar,25114481.0,Acute Food Insecurity March 2022,Mar 2022,,1158551.0,,3.0,Mar 2022 - May 2022,231710.0,0.2,347565.0,0.3,405493.0,0.35,173783.0,0.15,0.0,0.0,579276.0,0.5,1158551.0,,3.0,Jun 2022 - Nov 2022,289638.0,0.25,347565.0,0.3,405493.0,0.35,115855.0,0.1,0.0,0.0,521348.0,0.45
Afghanistan,,Kandahar Urban,25114523.0,Acute Food Insecurity March 2022,Mar 2022,,701944.0,,4.0,Mar 2022 - May 2022,140389.0,0.2,245680.0,0.35,175486.0,0.25,140389.0,0.2,0.0,0.0,315875.0,0.45,701944.0,,4.0,Jun 2022 - Nov 2022,105292.0,0.15,245680.0,0.35,210583.0,0.3,140389.0,0.2,0.0,0.0,350972.0,0.5
Afghanistan,,Kapisa,25114483.0,Acute Food Insecurity March 2022,Mar 2022,,649102.0,,3.0,Mar 2022 - May 2022,129820.0,0.2,227186.0,0.35,194731.0,0.3,97365.0,0.15,0.0,0.0,292096.0,0.45,649102.0,,3.0,Jun 2022 - Nov 2022,194731.0,0.3,194731.0,0.3,194731.0,0.3,64910.0,0.1,0.0,0.0,259641.0,0.4
Afghanistan,,Khost,25114525.0,Acute Food Insecurity March 2022,Mar 2022,,846134.0,,3.0,Mar 2022 - May 2022,169227.0,0.2,338454.0,0.4,253840.0,0.3,84613.0,0.1,0.0,0.0,338453.0,0.4,846134.0,,3.0,Jun 2022 - Nov 2022,211534.0,0.25,338454.0,0.4,211534.0,0.25,84613.0,0.1,0.0,0.0,296147.0,0.35
Afghanistan,,Kunar,25114485.0,Acute Food Insecurity March 2022,Mar 2022,,663847.0,,3.0,Mar 2022 - May 2022,132769.0,0.2,232346.0,0.35,232346.0,0.35,66385.0,0.1,0.0,0.0,298731.0,0.45,663847.0,,3.0,Jun 2022 - Nov 2022,132769.0,0.2,265539.0,0.4,199154.0,0.3,66385.0,0.1,0.0,0.0,265539.0,0.4
Afghanistan,,Kunduz,25114527.0,Acute Food Insecurity March 2022,Mar 2022,,1256451.0,,3.0,Mar 2022 - May 2022,188468.0,0.15,565403.0,0.45,376935.0,0.3,125645.0,0.1,0.0,0.0,502580.0,0.4,1256451.0,,3.0,Jun 2022 - Nov 2022,314113.0,0.25,502580.0,0.4,314113.0,0.25,125645.0,0.1,0.0,0.0,439758.0,0.35
Afghanistan,,Kunduz Urban,25114487.0,Acute Food Insecurity March 2022,Mar 2022,,254549.0,,3.0,Mar 2022 - May 2022,50910.0,0.2,89092.0,0.35,76365.0,0.3,38182.0,0.15,0.0,0.0,114547.0,0.45,254549.0,,3.0,Jun 2022 - Nov 2022,63637.0,0.25,101820.0,0.4,63637.0,0.25,25455.0,0.1,0.0,0.0,89092.0,0.35
Afghanistan,,Laghman,25114529.0,Acute Food Insecurity March 2022,Mar 2022,,655998.0,,3.0,Mar 2022 - May 2022,98400.0,0.15,229599.0,0.35,229599.0,0.35,98400.0,0.15,0.0,0.0,327999.0,0.5,655998.0,,3.0,Jun 2022 - Nov 2022,98400.0,0.15,229599.0,0.35,262399.0,0.4,65600.0,0.1,0.0,0.0,327999.0,0.5
Afghanistan,,Logar,25114489.0,Acute Food Insecurity March 2022,Mar 2022,,577418.0,,3.0,Mar 2022 - May 2022,173225.0,0.3,173225.0,0.3,173225.0,0.3,57742.0,0.1,0.0,0.0,230967.0,0.4,577418.0,,3.0,Jun 2022 - Nov 2022,144355.0,0.25,202096.0,0.35,202096.0,0.35,28871.0,0.05,0.0,0.0,230967.0,0.4
Afghanistan,,Nangarhar,25114531.0,Acute Food Insecurity March 2022,Mar 2022,,1896240.0,,3.0,Mar 2022 - May 2022,379248.0,0.2,663684.0,0.35,568872.0,0.3,284436.0,0.15,0.0,0.0,853308.0,0.45,1896240.0,,3.0,Jun 2022 - Nov 2022,379248.0,0.2,758496.0,0.4,474060.0,0.25,284436.0,0.15,0.0,0.0,758496.0,0.4
Afghanistan,,Nangarhar Urban,25114491.0,Acute Food Insecurity March 2022,Mar 2022,,365844.0,,4.0,Mar 2022 - May 2022,73169.0,0.2,146338.0,0.4,73169.0,0.2,73169.0,0.2,0.0,0.0,146338.0,0.4,365844.0,,3.0,Jun 2022 - Nov 2022,91461.0,0.25,128045.0,0.35,91461.0,0.25,54877.0,0.15,0.0,0.0,146338.0,0.4
Afghanistan,,Nimroz,25114533.0,Acute Food Insecurity March 2022,Mar 2022,,244000.0,,4.0,Mar 2022 - May 2022,36600.0,0.15,85400.0,0.35,73200.0,0.3,48800.0,0.2,0.0,0.0,122000.0,0.5,244000.0,,4.0,Jun 2022 - Nov 2022,36600.0,0.15,61000.0,0.25,85400.0,0.35,61000.0,0.25,0.0,0.0,146400.0,0.6
Afghanistan,,Nuristan,25114493.0,Acute Food Insecurity March 2022,Mar 2022,,217760.0,,4.0,Mar 2022 - May 2022,32664.0,0.15,65328.0,0.3,76216.0,0.35,43552.0,0.2,0.0,0.0,119768.0,0.55,217760.0,,4.0,Jun 2022 - Nov 2022,43552.0,0.2,65328.0,0.3,65328.0,0.3,43552.0,0.2,0.0,0.0,108880.0,0.5
Afghanistan,,Paktika,25114495.0,Acute Food Insecurity March 2022,Mar 2022,,1030877.0,,3.0,Mar 2022 - May 2022,103088.0,0.1,412351.0,0.4,360807.0,0.35,154632.0,0.15,0.0,0.0,515439.0,0.5,1030877.0,,3.0,Jun 2022 - Nov 2022,154632.0,0.15,360807.0,0.35,360807.0,0.35,154632.0,0.15,0.0,0.0,515439.0,0.5
Afghanistan,,Paktya,25114537.0,Acute Food Insecurity March 2022,Mar 2022,,813474.0,,3.0,Mar 2022 - May 2022,162695.0,0.2,366063.0,0.45,203369.0,0.25,81347.0,0.1,0.0,0.0,284716.0,0.35,813474.0,,3.0,Jun 2022 - Nov 2022,203369.0,0.25,284716.0,0.35,244042.0,0.3,81347.0,0.1,0.0,0.0,325389.0,0.4
Afghanistan,,Panjsher,25114511.0,Acute Food Insecurity March 2022,Mar 2022,,225884.0,,3.0,Mar 2022 - May 2022,67765.0,0.3,79059.0,0.35,56471.0,0.25,22588.0,0.1,0.0,0.0,79059.0,0.35,225884.0,,3.0,Jun 2022 - Nov 2022,56471.0,0.25,79059.0,0.35,67765.0,0.3,22588.0,0.1,0.0,0.0,90353.0,0.4
Afghanistan,,Parwan,25114497.0,Acute Food Insecurity March 2022,Mar 2022,,980635.0,,3.0,Mar 2022 - May 2022,245159.0,0.25,392254.0,0.4,196127.0,0.2,147095.0,0.15,0.0,0.0,343222.0,0.35,980635.0,,3.0,Jun 2022 - Nov 2022,245159.0,0.25,392254.0,0.4,245159.0,0.25,98064.0,0.1,0.0,0.0,343223.0,0.35
Afghanistan,,Samangan,25114513.0,Acute Food Insecurity March 2022,Mar 2022,,572253.0,,4.0,Mar 2022 - May 2022,85838.0,0.15,200289.0,0.35,171676.0,0.3,114451.0,0.2,0.0,0.0,286127.0,0.5,572253.0,,4.0,Jun 2022 - Nov 2022,85838.0,0.15,200289.0,0.35,171676.0,0.3,114451.0,0.2,0.0,0.0,286127.0,0.5
Afghanistan,,Sari pul,25114515.0,Acute Food Insecurity March 2022,Mar 2022,,825504.0,,3.0,Mar 2022 - May 2022,123826.0,0.15,330202.0,0.4,247651.0,0.3,123826.0,0.15,0.0,0.0,371477.0,0.45,825504.0,,3.0,Jun 2022 - Nov 2022,123826.0,0.15,330202.0,0.4,247651.0,0.3,123826.0,0.15,0.0,0.0,371477.0,0.45
Afghanistan,,Takhar,25114503.0,Acute Food Insecurity March 2022,Mar 2022,,1340926.0,,3.0,Mar 2022 - May 2022,268185.0,0.2,402278.0,0.3,469324.0,0.35,201139.0,0.15,0.0,0.0,670463.0,0.5,1340926.0,,3.0,Jun 2022 - Nov 2022,335232.0,0.25,469324.0,0.35,402278.0,0.3,134093.0,0.1,0.0,0.0,536371.0,0.4
Afghanistan,,Takhar Urban,25114499.0,Acute Food Insecurity March 2022,Mar 2022,,112133.0,,4.0,Mar 2022 - May 2022,11213.0,0.1,39247.0,0.35,39247.0,0.35,22427.0,0.2,0.0,0.0,61674.0,0.55,112133.0,,3.0,Jun 2022 - Nov 2022,16820.0,0.15,44853.0,0.4,33640.0,0.3,16820.0,0.15,0.0,0.0,50460.0,0.45
Afghanistan,,Uruzgan,25114501.0,Acute Food Insecurity March 2022,Mar 2022,,579684.0,,4.0,Mar 2022 - May 2022,86953.0,0.15,231874.0,0.4,144921.0,0.25,115937.0,0.2,0.0,0.0,260858.0,0.45,579684.0,,3.0,Jun 2022 - Nov 2022,86953.0,0.15,231874.0,0.4,173905.0,0.3,86953.0,0.15,0.0,0.0,260858.0,0.45
Afghanistan,,Wardak,25114541.0,Acute Food Insecurity March 2022,Mar 2022,,877687.0,,4.0,Mar 2022 - May 2022,131653.0,0.15,307190.0,0.35,263306.0,0.3,175537.0,0.2,0.0,0.0,438843.0,0.5,877687.0,,3.0,Jun 2022 - Nov 2022,131653.0,0.15,351075.0,0.4,263306.0,0.3,131653.0,0.15,0.0,0.0,394959.0,0.45
Afghanistan,,Zabul,25114507.0,Acute Food Insecurity March 2022,Mar 2022,,510919.0,,3.0,Mar 2022 - May 2022,102184.0,0.2,153276.0,0.3,178822.0,0.35,76638.0,0.15,0.0,0.0,255460.0,0.5,510919.0,,3.0,Jun 2022 - Nov 2022,102184.0,0.2,178822.0,0.35,153276.0,0.3,76638.0,0.15,0.0,0.0,229914.0,0.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan: Acute Food Insecurity October 2021,,,,,Oct 2021,41727304.0,40411862.0,0.9684752698137411,,Sep 2021 - Oct 2021,7953993.0,0.2,13613416.0,0.33,11988297.0,0.3,6856155.0,0.17,0.0,0.0,18844453.0,0.47,41727304.0,1.0,,Nov 2021 - Mar 2022,6440549.0,0.15,12473098.0,0.3,14073883.0,0.34,8739775.0,0.21,0.0,0.0,22813658.0,0.55
Afghanistan,,Badakhshan,24380613.0,Acute Food Insecurity October 2021,Oct 2021,,1357037.0,,4.0,Sep 2021 - Oct 2021,135704.0,0.1,474963.0,0.35,407111.0,0.3,339259.0,0.25,0.0,0.0,746370.0,0.55,1401209.0,,4.0,Nov 2021 - Mar 2022,140121.0,0.1,350302.0,0.25,490423.0,0.35,420363.0,0.3,0.0,0.0,910786.0,0.65
Afghanistan,,Badghis,24380585.0,Acute Food Insecurity October 2021,Oct 2021,,707535.0,,4.0,Sep 2021 - Oct 2021,106130.0,0.15,176884.0,0.25,212261.0,0.3,212261.0,0.3,0.0,0.0,424522.0,0.6,730566.0,,4.0,Nov 2021 - Mar 2022,73057.0,0.1,146113.0,0.2,292226.0,0.4,219170.0,0.3,0.0,0.0,511396.0,0.7
Afghanistan,,Baghlan,24380609.0,Acute Food Insecurity October 2021,Oct 2021,,1043175.0,,3.0,Sep 2021 - Oct 2021,469429.0,0.45,312953.0,0.3,156476.0,0.15,104318.0,0.1,0.0,0.0,260794.0,0.25,1077131.0,,3.0,Nov 2021 - Mar 2022,323139.0,0.3,323139.0,0.3,269283.0,0.25,161570.0,0.15,0.0,0.0,430853.0,0.4
Afghanistan,,Baghlan Urban,24380657.0,Acute Food Insecurity October 2021,Oct 2021,,263068.0,,4.0,Sep 2021 - Oct 2021,118381.0,0.45,39460.0,0.15,52614.0,0.2,52614.0,0.2,0.0,0.0,105228.0,0.4,271631.0,,4.0,Nov 2021 - Mar 2022,81489.0,0.3,67908.0,0.25,67908.0,0.25,54326.0,0.2,0.0,0.0,122234.0,0.45
Afghanistan,,Balkh,24380617.0,Acute Food Insecurity October 2021,Oct 2021,,1313264.0,,4.0,Sep 2021 - Oct 2021,196990.0,0.15,393979.0,0.3,459642.0,0.35,262653.0,0.2,0.0,0.0,722295.0,0.55,1356012.0,,4.0,Nov 2021 - Mar 2022,203402.0,0.15,271202.0,0.2,542405.0,0.4,339003.0,0.25,0.0,0.0,881408.0,0.65
Afghanistan,,Balkh Urban,24380645.0,Acute Food Insecurity October 2021,Oct 2021,,629667.0,,4.0,Sep 2021 - Oct 2021,94450.0,0.15,188900.0,0.3,220383.0,0.35,125933.0,0.2,0.0,0.0,346316.0,0.55,650163.0,,4.0,Nov 2021 - Mar 2022,97524.0,0.15,130033.0,0.2,260065.0,0.4,162541.0,0.25,0.0,0.0,422606.0,0.65
Afghanistan,,Bamyan,24380639.0,Acute Food Insecurity October 2021,Oct 2021,,637983.0,,4.0,Sep 2021 - Oct 2021,127597.0,0.2,191395.0,0.3,191395.0,0.3,127597.0,0.2,0.0,0.0,318992.0,0.5,658750.0,,4.0,Nov 2021 - Mar 2022,131750.0,0.2,131750.0,0.2,230563.0,0.35,164688.0,0.25,0.0,0.0,395251.0,0.6
Afghanistan,,Daykundi,24380637.0,Acute Food Insecurity October 2021,Oct 2021,,664948.0,,4.0,Sep 2021 - Oct 2021,132990.0,0.2,199484.0,0.3,199484.0,0.3,132990.0,0.2,0.0,0.0,332474.0,0.5,686593.0,,4.0,Nov 2021 - Mar 2022,102989.0,0.15,137319.0,0.2,274637.0,0.4,171648.0,0.25,0.0,0.0,446285.0,0.65
Afghanistan,,Farah,24380643.0,Acute Food Insecurity October 2021,Oct 2021,,724841.0,,3.0,Sep 2021 - Oct 2021,253694.0,0.35,217452.0,0.3,181210.0,0.25,72484.0,0.1,0.0,0.0,253694.0,0.35,748435.0,,3.0,Nov 2021 - Mar 2022,149687.0,0.2,224531.0,0.3,261952.0,0.35,112265.0,0.15,0.0,0.0,374217.0,0.5
Afghanistan,,Faryab,24380623.0,Acute Food Insecurity October 2021,Oct 2021,,1254709.0,,4.0,Sep 2021 - Oct 2021,125471.0,0.1,313677.0,0.25,439148.0,0.35,376413.0,0.3,0.0,0.0,815561.0,0.65,1295551.0,,4.0,Nov 2021 - Mar 2022,129555.0,0.1,259110.0,0.2,518220.0,0.4,388665.0,0.3,0.0,0.0,906885.0,0.7
Afghanistan,,Faryab Urban,24380647.0,Acute Food Insecurity October 2021,Oct 2021,,173310.0,,4.0,Sep 2021 - Oct 2021,17331.0,0.1,43328.0,0.25,60659.0,0.35,51993.0,0.3,0.0,0.0,112652.0,0.65,178951.0,,4.0,Nov 2021 - Mar 2022,17895.0,0.1,44738.0,0.25,62633.0,0.35,53685.0,0.3,0.0,0.0,116318.0,0.65
Afghanistan,,Ghazni,24380619.0,Acute Food Insecurity October 2021,Oct 2021,,1754092.0,,4.0,Sep 2021 - Oct 2021,263114.0,0.15,526228.0,0.3,526228.0,0.3,438523.0,0.25,0.0,0.0,964751.0,0.55,1811190.0,,4.0,Nov 2021 - Mar 2022,271679.0,0.15,452798.0,0.25,633917.0,0.35,452798.0,0.25,0.0,0.0,1086715.0,0.6
Afghanistan,,Ghor,24380625.0,Acute Food Insecurity October 2021,Oct 2021,,984184.0,,4.0,Sep 2021 - Oct 2021,98418.0,0.1,246046.0,0.25,344464.0,0.35,295255.0,0.3,0.0,0.0,639719.0,0.65,1016220.0,,4.0,Nov 2021 - Mar 2022,101622.0,0.1,203244.0,0.2,406488.0,0.4,304866.0,0.3,0.0,0.0,711354.0,0.7
Afghanistan,,Helmand Urban,24380659.0,Acute Food Insecurity October 2021,Oct 2021,,115646.0,,3.0,Sep 2021 - Oct 2021,23129.0,0.2,34694.0,0.3,40476.0,0.35,17347.0,0.15,0.0,0.0,57823.0,0.5,119410.0,,4.0,Nov 2021 - Mar 2022,17912.0,0.15,41794.0,0.35,35823.0,0.3,23882.0,0.2,0.0,0.0,59705.0,0.5
Afghanistan,,Hilmand,24380611.0,Acute Food Insecurity October 2021,Oct 2021,,1746240.0,,3.0,Sep 2021 - Oct 2021,349248.0,0.2,611184.0,0.35,523872.0,0.3,261936.0,0.15,0.0,0.0,785808.0,0.45,1803082.0,,3.0,Nov 2021 - Mar 2022,270462.0,0.15,721233.0,0.4,540925.0,0.3,270462.0,0.15,0.0,0.0,811387.0,0.45
Afghanistan,,Hirat,24380641.0,Acute Food Insecurity October 2021,Oct 2021,,2008831.0,,4.0,Sep 2021 - Oct 2021,401766.0,0.2,401766.0,0.2,703091.0,0.35,502208.0,0.25,0.0,0.0,1205299.0,0.6,2074221.0,,4.0,Nov 2021 - Mar 2022,207422.0,0.1,518555.0,0.25,725977.0,0.35,622266.0,0.3,0.0,0.0,1348243.0,0.65
Afghanistan,,Hirat Urban,24380601.0,Acute Food Insecurity October 2021,Oct 2021,,747077.0,,4.0,Sep 2021 - Oct 2021,149415.0,0.2,224123.0,0.3,224123.0,0.3,149415.0,0.2,0.0,0.0,373538.0,0.5,771395.0,,4.0,Nov 2021 - Mar 2022,115709.0,0.15,231419.0,0.3,269988.0,0.35,154279.0,0.2,0.0,0.0,424267.0,0.55
Afghanistan,,Jawzjan,24380621.0,Acute Food Insecurity October 2021,Oct 2021,,617753.0,,4.0,Sep 2021 - Oct 2021,61775.0,0.1,216214.0,0.35,185326.0,0.3,154438.0,0.25,0.0,0.0,339764.0,0.55,637862.0,,4.0,Nov 2021 - Mar 2022,63786.0,0.1,159466.0,0.25,223252.0,0.35,191359.0,0.3,0.0,0.0,414611.0,0.65
Afghanistan,,Jawzjan Urban,24380605.0,Acute Food Insecurity October 2021,Oct 2021,,157371.0,,3.0,Sep 2021 - Oct 2021,23606.0,0.15,47211.0,0.3,62948.0,0.4,23606.0,0.15,0.0,0.0,86554.0,0.55,162493.0,,4.0,Nov 2021 - Mar 2022,16249.0,0.1,48748.0,0.3,56873.0,0.35,40623.0,0.25,0.0,0.0,97496.0,0.6
Afghanistan,,Kabul,24380629.0,Acute Food Insecurity October 2021,Oct 2021,,975103.0,,4.0,Sep 2021 - Oct 2021,146265.0,0.15,390041.0,0.4,243776.0,0.25,195021.0,0.2,0.0,0.0,438797.0,0.45,1006843.0,,4.0,Nov 2021 - Mar 2022,100684.0,0.1,402737.0,0.4,302053.0,0.3,201369.0,0.2,0.0,0.0,503422.0,0.5
Afghanistan,,Kabul Urban,24380649.0,Acute Food Insecurity October 2021,Oct 2021,,5725413.0,,3.0,Sep 2021 - Oct 2021,858812.0,0.15,2576436.0,0.45,1717624.0,0.3,572541.0,0.1,0.0,0.0,2290165.0,0.4,5911781.0,,3.0,Nov 2021 - Mar 2022,591178.0,0.1,2364712.0,0.4,2069123.0,0.35,886767.0,0.15,0.0,0.0,2955890.0,0.5
