area,date,area_phase
baardheere,2021-02-01,1.999418056158596
belet xaawo,2021-02-01,2.0
ceel waaq,2021-02-01,2.0
doolow,2021-02-01,2.0000057308143067
luuq,2021-02-01,1.9983363440507071
bu'aale,2021-02-01,1.4096484669847986
jilib,2021-02-01,1.2971998798974935
saakow,2021-02-01,1.2657169203372214
kismaayo,2021-02-01,1.349672922780328
afmadow,2021-02-01,1.0854844649691526
badhaadhe,2021-02-01,1.210447311598993
jamaame,2021-02-01,2.5932710858165926
banadir,2010-01-01,3.936405274417149
borama,2010-01-01,2.607932957467061
baki,2010-01-01,2.999920998405776
lughaye,2010-01-01,3.0
zeylac,2010-01-01,2.9999988202819443
hargeysa,2010-01-01,3.000263700969831
berbera,2010-01-01,3.000006681671165
gebiley,2010-01-01,2.596268465208822
burco,2010-01-01,3.163806215545155
buuhoodle,2010-01-01,3.0
owdweyne,2010-01-01,3.4200577840905497
sheikh,2010-01-01,3.2117036024874444
laas caanood,2010-01-01,3.0
caynabo,2010-01-01,3.0
taleex,2010-01-01,3.426205620782599
xudun,2010-01-01,3.125366861201744
ceerigaabo,2010-01-01,3.470817931096561
ceel afweyn,2010-01-01,3.0
laasqoray,2010-01-01,3.283482612958795
bossaso,2010-01-01,2.0
bandarbeyla,2010-01-01,2.000044570424106
caluula,2010-01-01,2.0
iskushuban,2010-01-01,2.0
qandala,2010-01-01,2.0
qardho,2010-01-01,2.000026093736873
garoowe,2010-01-01,2.9991675582099777
burtinle,2010-01-01,3.99826145255424
eyl,2010-01-01,3.6122431488437714
gaalkacyo,2010-01-01,4.0
galdogob,2010-01-01,4.0
hobyo,2010-01-01,4.0
jariiban,2010-01-01,4.0
xarardheere,2010-01-01,4.0
dhuusamarreeb,2010-01-01,4.0
cabudwaaq,2010-01-01,4.0
cadaado,2010-01-01,4.0
ceel buur,2010-01-01,4.0
ceel dheer,2010-01-01,4.0
belet weyne,2010-01-01,3.9999991398984807
bulo burto,2010-01-01,4.0
jalalaqsi,2010-01-01,4.0
jowhar,2010-01-01,3.907671057689175
adan yabaal,2010-01-01,4.0
balcad,2010-01-01,3.8786467464699874
cadale,2010-01-01,4.0
marka,2010-01-01,2.995965660615402
afgooye,2010-01-01,2.5080279799207017
baraawe,2010-01-01,2.300933538352932
kurtunwaarey,2010-01-01,2.8577569520755017
qoryooley,2010-01-01,2.996337718856658
sablaale,2010-01-01,2.6776788632432327
wanla weyn,2010-01-01,3.003333094887267
baydhaba,2010-01-01,2.3004795800725586
buur hakaba,2010-01-01,2.0016376565820715
diinsoor,2010-01-01,2.0
qansax dheere,2010-01-01,2.006951417617564
xudur,2010-01-01,3.498677937774457
ceel barde,2010-01-01,3.999997939876988
tayeeglow,2010-01-01,3.633715109213053
waajid,2010-01-01,3.0
rab dhuure,2010-01-01,3.29035975313913
garbahaarey,2010-01-01,3.999033068523879
baardheere,2010-01-01,2.2799667201207514
belet xaawo,2010-01-01,4.0
ceel waaq,2010-01-01,2.003821670398752
doolow,2010-01-01,3.999994269403393
luuq,2010-01-01,3.9979822738456456
bu'aale,2010-01-01,2.000767222066749
jilib,2010-01-01,2.000904715055879
saakow,2010-01-01,2.0008961976839155
kismaayo,2010-01-01,2.0
afmadow,2010-01-01,2.0004157164569576
badhaadhe,2010-01-01,2.0113293263429783
jamaame,2010-01-01,2.0
banadir,2013-04-01,2.0
borama,2013-04-01,2.1805290277489213
baki,2013-04-01,2.2406670284078007
lughaye,2013-04-01,2.9605454180798647
zeylac,2013-04-01,2.716033695874712
hargeysa,2013-04-01,2.0
berbera,2013-04-01,2.359550274278864
gebiley,2013-04-01,2.0
burco,2013-04-01,2.0
buuhoodle,2013-04-01,2.0
owdweyne,2013-04-01,2.0
sheikh,2013-04-01,2.0
laas caanood,2013-04-01,2.0
caynabo,2013-04-01,2.0
taleex,2013-04-01,2.0
xudun,2013-04-01,2.0
ceerigaabo,2013-04-01,2.0
ceel afweyn,2013-04-01,2.0
laasqoray,2013-04-01,2.0
bossaso,2013-04-01,2.0
bandarbeyla,2013-04-01,2.0
caluula,2013-04-01,2.0
iskushuban,2013-04-01,2.0
qandala,2013-04-01,2.0
qardho,2013-04-01,2.0
garoowe,2013-04-01,2.0
burtinle,2013-04-01,2.0
eyl,2013-04-01,2.0
gaalkacyo,2013-04-01,2.0
galdogob,2013-04-01,2.0
hobyo,2013-04-01,2.1127182700699385
jariiban,2013-04-01,2.0
xarardheere,2013-04-01,2.340706070081832
dhuusamarreeb,2013-04-01,2.0
cabudwaaq,2013-04-01,2.0
cadaado,2013-04-01,2.0
ceel buur,2013-04-01,2.0
ceel dheer,2013-04-01,2.2476476351194923
belet weyne,2013-04-01,2.000000860203306
bulo burto,2013-04-01,2.0
jalalaqsi,2013-04-01,2.0
jowhar,2013-04-01,2.0
adan yabaal,2013-04-01,2.000859898473592
balcad,2013-04-01,2.0
cadale,2013-04-01,2.0
marka,2013-04-01,2.0
afgooye,2013-04-01,2.0
baraawe,2013-04-01,2.0
kurtunwaarey,2013-04-01,2.0
qoryooley,2013-04-01,2.0
sablaale,2013-04-01,2.0
wanla weyn,2013-04-01,2.0
baydhaba,2013-04-01,2.0
buur hakaba,2013-04-01,2.0
diinsoor,2013-04-01,2.0
qansax dheere,2013-04-01,2.0
xudur,2013-04-01,2.0
ceel barde,2013-04-01,2.000002060147235
tayeeglow,2013-04-01,2.0
waajid,2013-04-01,2.0
rab dhuure,2013-04-01,2.000002516739657
garbahaarey,2013-04-01,2.0
baardheere,2013-04-01,2.0
belet xaawo,2013-04-01,2.0
ceel waaq,2013-04-01,2.0
doolow,2013-04-01,2.0000057308025374
luuq,2013-04-01,2.00000127177927
bu'aale,2013-04-01,2.0
jilib,2013-04-01,2.0
saakow,2013-04-01,2.0
kismaayo,2013-04-01,2.000308190318965
afmadow,2013-04-01,2.000045344789939
badhaadhe,2013-04-01,2.0
jamaame,2013-04-01,2.509593548184747
banadir,2014-04-01,2.0
borama,2014-04-01,2.0
baki,2014-04-01,2.0
lughaye,2014-04-01,2.0
zeylac,2014-04-01,2.0
hargeysa,2014-04-01,2.0
berbera,2014-04-01,2.0
gebiley,2014-04-01,2.0
burco,2014-04-01,2.0
buuhoodle,2014-04-01,2.0
owdweyne,2014-04-01,2.0
sheikh,2014-04-01,2.0
laas caanood,2014-04-01,2.0
caynabo,2014-04-01,2.0
taleex,2014-04-01,2.0
xudun,2014-04-01,2.0
ceerigaabo,2014-04-01,2.0
ceel afweyn,2014-04-01,2.0
laasqoray,2014-04-01,2.0
bossaso,2014-04-01,2.0
bandarbeyla,2014-04-01,2.174158502699706
caluula,2014-04-01,2.0
iskushuban,2014-04-01,2.0
qandala,2014-04-01,2.0
qardho,2014-04-01,2.0001489956509224
garoowe,2014-04-01,2.0001114413937247
burtinle,2014-04-01,2.0
eyl,2014-04-01,2.4304863862148167
gaalkacyo,2014-04-01,2.0
galdogob,2014-04-01,2.0
hobyo,2014-04-01,2.112797047318065
jariiban,2014-04-01,2.177165530410337
xarardheere,2014-04-01,2.3407060700818314
dhuusamarreeb,2014-04-01,2.0
cabudwaaq,2014-04-01,2.0
cadaado,2014-04-01,2.0
ceel buur,2014-04-01,2.0
ceel dheer,2014-04-01,2.2476476351194923
belet weyne,2014-04-01,2.0
bulo burto,2014-04-01,2.0
jalalaqsi,2014-04-01,2.0
jowhar,2014-04-01,2.092328942316155
adan yabaal,2014-04-01,2.000859898473592
balcad,2014-04-01,2.0004069170575534
cadale,2014-04-01,2.0
marka,2014-04-01,2.0
afgooye,2014-04-01,2.0
baraawe,2014-04-01,2.0
kurtunwaarey,2014-04-01,2.0
qoryooley,2014-04-01,2.0
sablaale,2014-04-01,2.0
wanla weyn,2014-04-01,2.0
baydhaba,2014-04-01,2.0
buur hakaba,2014-04-01,2.0
diinsoor,2014-04-01,2.0
qansax dheere,2014-04-01,2.0
xudur,2014-04-01,2.0
ceel barde,2014-04-01,2.0
tayeeglow,2014-04-01,2.0
waajid,2014-04-01,2.0
rab dhuure,2014-04-01,2.0
garbahaarey,2014-04-01,2.0
baardheere,2014-04-01,1.999816309728385
belet xaawo,2014-04-01,2.0
ceel waaq,2014-04-01,2.0
doolow,2014-04-01,2.0
luuq,2014-04-01,2.0
bu'aale,2014-04-01,2.5088831993089062
jilib,2014-04-01,2.112668147741105
saakow,2014-04-01,1.9009729577374288
kismaayo,2014-04-01,1.442462705870975
afmadow,2014-04-01,1.5929990777151295
badhaadhe,2014-04-01,1.86214059842674
jamaame,2014-04-01,2.000232078298848
banadir,2014-07-01,2.0
borama,2014-07-01,2.0
baki,2014-07-01,2.0
lughaye,2014-07-01,2.0
zeylac,2014-07-01,2.000186237864648
hargeysa,2014-07-01,2.0
berbera,2014-07-01,2.0
gebiley,2014-07-01,2.0
burco,2014-07-01,2.0
buuhoodle,2014-07-01,2.0
owdweyne,2014-07-01,2.0
sheikh,2014-07-01,2.0
laas caanood,2014-07-01,2.0
caynabo,2014-07-01,2.0
taleex,2014-07-01,2.0
xudun,2014-07-01,2.0
ceerigaabo,2014-07-01,2.0
ceel afweyn,2014-07-01,2.0
laasqoray,2014-07-01,2.0
bossaso,2014-07-01,2.0
bandarbeyla,2014-07-01,2.174255904360624
caluula,2014-07-01,2.055231923942808
iskushuban,2014-07-01,2.093316089027749
qandala,2014-07-01,2.0
qardho,2014-07-01,2.0001478337914538
garoowe,2014-07-01,2.0
burtinle,2014-07-01,2.0
eyl,2014-07-01,2.262961925870256
gaalkacyo,2014-07-01,2.0
galdogob,2014-07-01,2.0
hobyo,2014-07-01,2.112797047318065
jariiban,2014-07-01,2.177165530410337
xarardheere,2014-07-01,2.3407060700818314
dhuusamarreeb,2014-07-01,2.0
cabudwaaq,2014-07-01,2.0
cadaado,2014-07-01,2.0
ceel buur,2014-07-01,2.0
ceel dheer,2014-07-01,2.247647635119492
belet weyne,2014-07-01,2.229595392113638
bulo burto,2014-07-01,2.382202467795662
jalalaqsi,2014-07-01,2.618326580159274
jowhar,2014-07-01,2.774194118662857
adan yabaal,2014-07-01,2.0147055210359115
balcad,2014-07-01,2.0021916841168945
cadale,2014-07-01,2.0
marka,2014-07-01,2.0
afgooye,2014-07-01,2.0
baraawe,2014-07-01,2.0
kurtunwaarey,2014-07-01,2.0
qoryooley,2014-07-01,2.0
sablaale,2014-07-01,2.0
wanla weyn,2014-07-01,2.0008836406234902
baydhaba,2014-07-01,2.001977350156429
buur hakaba,2014-07-01,2.000460266154403
diinsoor,2014-07-01,2.0
qansax dheere,2014-07-01,2.0009389796832613
xudur,2014-07-01,2.285736355460118
ceel barde,2014-07-01,2.0
tayeeglow,2014-07-01,2.5773438206185126
waajid,2014-07-01,2.807179696132852
rab dhuure,2014-07-01,2.0
garbahaarey,2014-07-01,2.375004338581415
baardheere,2014-07-01,2.000477279256923
belet xaawo,2014-07-01,2.069431870140356
ceel waaq,2014-07-01,2.052321792928549
doolow,2014-07-01,2.561279521271438
luuq,2014-07-01,2.497602303351492
bu'aale,2014-07-01,2.438148061672204
jilib,2014-07-01,2.073465494673878
saakow,2014-07-01,2.346167309875515
kismaayo,2014-07-01,1.442462705870975
afmadow,2014-07-01,1.549164295633349
badhaadhe,2014-07-01,1.862135643757352
jamaame,2014-07-01,1.9989214590408555
banadir,2017-02-01,2.0
borama,2017-02-01,2.001684073497963
baki,2017-02-01,2.241435779079357
lughaye,2017-02-01,2.98409310233107
zeylac,2017-02-01,2.8040323001878096
hargeysa,2017-02-01,2.000000864082321
berbera,2017-02-01,2.360279343177053
gebiley,2017-02-01,2.0000012050304647
burco,2017-02-01,2.000555555910113
buuhoodle,2017-02-01,2.0031128260754225
owdweyne,2017-02-01,2.000000291671684
sheikh,2017-02-01,2.0
laas caanood,2017-02-01,3.393240610045431
caynabo,2017-02-01,2.8891503096159328
taleex,2017-02-01,3.0006167727279385
xudun,2017-02-01,3.000232573334769
ceerigaabo,2017-02-01,2.6906126223830684
ceel afweyn,2017-02-01,2.775743003236146
laasqoray,2017-02-01,3.020028258970606
bossaso,2017-02-01,2.301839614024995
bandarbeyla,2017-02-01,2.826142180905362
caluula,2017-02-01,2.0
iskushuban,2017-02-01,2.503182609759397
qandala,2017-02-01,2.183545069735558
qardho,2017-02-01,2.9999940896326422
garoowe,2017-02-01,2.8106488794080184
burtinle,2017-02-01,2.0
eyl,2017-02-01,2.770010115550785
gaalkacyo,2017-02-01,2.390813043981169
galdogob,2017-02-01,2.0
hobyo,2017-02-01,2.8668304520606265
jariiban,2017-02-01,2.0
xarardheere,2017-02-01,2.410718762377572
dhuusamarreeb,2017-02-01,2.6241864766613303
cabudwaaq,2017-02-01,2.0
cadaado,2017-02-01,2.348594496887668
ceel buur,2017-02-01,2.0020202186214027
ceel dheer,2017-02-01,2.997762220953708
belet weyne,2017-02-01,2.132756632464048
bulo burto,2017-02-01,2.259047572706585
jalalaqsi,2017-02-01,2.4505514511904787
jowhar,2017-02-01,2.001797612124884
adan yabaal,2017-02-01,2.00430269353672
balcad,2017-02-01,2.0
cadale,2017-02-01,2.0
marka,2017-02-01,2.389293955526356
afgooye,2017-02-01,2.0
baraawe,2017-02-01,2.931522670525782
kurtunwaarey,2017-02-01,2.1063698704687392
qoryooley,2017-02-01,2.0019463791828054
sablaale,2017-02-01,2.038839699704423
wanla weyn,2017-02-01,2.0365642461326887
baydhaba,2017-02-01,4.0
buur hakaba,2017-02-01,3.769624958654677
diinsoor,2017-02-01,4.0
qansax dheere,2017-02-01,3.98514999696052
xudur,2017-02-01,3.1717649888947315
ceel barde,2017-02-01,2.999037311779102
tayeeglow,2017-02-01,3.490387678589314
waajid,2017-02-01,3.5089490819355857
rab dhuure,2017-02-01,3.0
garbahaarey,2017-02-01,2.000927471773133
baardheere,2017-02-01,2.0007965071395186
belet xaawo,2017-02-01,2.0
ceel waaq,2017-02-01,2.0
doolow,2017-02-01,2.000005730802516
luuq,2017-02-01,2.0024727356980225
bu'aale,2017-02-01,2.0003150071419182
jilib,2017-02-01,2.3685143917918032
saakow,2017-02-01,2.004157201591697
kismaayo,2017-02-01,2.0001614876777105
afmadow,2017-02-01,2.000415716456967
badhaadhe,2017-02-01,2.207843355866202
jamaame,2017-02-01,2.4017973673090403
banadir,2021-10-01,2.017384673029312
borama,2021-10-01,2.0000000000000004
baki,2021-10-01,2.0
lughaye,2021-10-01,2.0000000000000004
zeylac,2021-10-01,2.0000011799208903
hargeysa,2021-10-01,2.0000002193867106
berbera,2021-10-01,2.0
gebiley,2021-10-01,1.999999346809775
burco,2021-10-01,2.1429870896047447
buuhoodle,2021-10-01,2.000001616290895
owdweyne,2021-10-01,2.179233901347948
sheikh,2021-10-01,2.0826999214046733
laas caanood,2021-10-01,2.00000000000543
caynabo,2021-10-01,2.0
taleex,2021-10-01,2.0
xudun,2021-10-01,2.0
ceerigaabo,2021-10-01,2.0
ceel afweyn,2021-10-01,2.0
laasqoray,2021-10-01,2.0
bossaso,2021-10-01,2.0
bandarbeyla,2021-10-01,2.1738578190945583
caluula,2021-10-01,2.0
iskushuban,2021-10-01,2.068985000132643
qandala,2021-10-01,2.0
qardho,2021-10-01,2.000009769080848
garoowe,2021-10-01,2.0
burtinle,2021-10-01,2.00000000001092
eyl,2021-10-01,2.262702945438412
gaalkacyo,2021-10-01,2.390813043981167
galdogob,2021-10-01,2.0
hobyo,2021-10-01,2.999609693840104
jariiban,2021-10-01,2.1769637441179164
xarardheere,2021-10-01,3.0
dhuusamarreeb,2021-10-01,2.624186476661328
cabudwaaq,2021-10-01,2.0
cadaado,2021-10-01,2.3485944968876646
ceel buur,2021-10-01,2.836264639508496
ceel dheer,2021-10-01,3.0
belet weyne,2021-10-01,2.0387225306943733
bulo burto,2021-10-01,2.102874746976108
jalalaqsi,2021-10-01,2.1611793572072906
jowhar,2021-10-01,2.130636034051792
adan yabaal,2021-10-01,2.2293439015174217
balcad,2021-10-01,2.2957247024298986
cadale,2021-10-01,2.2790847644126697
marka,2021-10-01,2.087668182050078
afgooye,2021-10-01,2.018099099821547
baraawe,2021-10-01,2.0
kurtunwaarey,2021-10-01,2.0000000000000004
qoryooley,2021-10-01,2.0
sablaale,2021-10-01,2.000936738680989
wanla weyn,2021-10-01,2.0362082654834155
baydhaba,2021-10-01,2.558821744893404
buur hakaba,2021-10-01,2.5384589309970407
diinsoor,2021-10-01,2.393967226631604
qansax dheere,2021-10-01,2.025604567589827
xudur,2021-10-01,2.171764988894788
ceel barde,2021-10-01,2.000002060179986
tayeeglow,2021-10-01,2.4927370600179195
waajid,2021-10-01,2.508949081935578
rab dhuure,2021-10-01,2.0000025166433604
garbahaarey,2021-10-01,2.0004436378701915
baardheere,2021-10-01,2.0
belet xaawo,2021-10-01,2.0
ceel waaq,2021-10-01,2.0
doolow,2021-10-01,2.3175742337886827
luuq,2021-10-01,2.128723853052599
bu'aale,2021-10-01,2.693592991268253
jilib,2021-10-01,2.587984960548642
saakow,2021-10-01,2.0954814268474986
kismaayo,2021-10-01,2.4101325047554005
afmadow,2021-10-01,2.5240747904508
badhaadhe,2021-10-01,2.64816334547662
jamaame,2021-10-01,2.598202632690962
banadir,2019-06-01,1.999926263976288
borama,2019-06-01,2.71877557576431
baki,2019-06-01,2.561553884587028
lughaye,2019-06-01,3.968186204662128
zeylac,2019-06-01,3.609536690812561
hargeysa,2019-06-01,2.6613729450549526
berbera,2019-06-01,2.7205586863541056
gebiley,2019-06-01,2.453844305283664
burco,2019-06-01,2.826411979757492
buuhoodle,2019-06-01,3.0
owdweyne,2019-06-01,2.838630551476687
sheikh,2019-06-01,2.082699921404681
laas caanood,2019-06-01,3.0
caynabo,2019-06-01,2.974613750919908
taleex,2019-06-01,3.0
xudun,2019-06-01,3.0
ceerigaabo,2019-06-01,3.0
ceel afweyn,2019-06-01,2.847970669615451
laasqoray,2019-06-01,3.0
bossaso,2019-06-01,3.0
bandarbeyla,2019-06-01,2.826142180905442
caluula,2019-06-01,3.0
iskushuban,2019-06-01,2.9310149998673567
qandala,2019-06-01,3.0
qardho,2019-06-01,2.999990230919152
garoowe,2019-06-01,3.0
burtinle,2019-06-01,3.0
eyl,2019-06-01,2.737297054561587
gaalkacyo,2019-06-01,3.0
galdogob,2019-06-01,3.0
hobyo,2019-06-01,2.7601220759706866
jariiban,2019-06-01,2.823036255882081
xarardheere,2019-06-01,2.0
dhuusamarreeb,2019-06-01,2.99458988507561
cabudwaaq,2019-06-01,3.0
cadaado,2019-06-01,3.0
ceel buur,2019-06-01,2.534218019138496
ceel dheer,2019-06-01,2.0
belet weyne,2019-06-01,2.5145995877312486
bulo burto,2019-06-01,2.1709708716410447
jalalaqsi,2019-06-01,2.3196042710065017
jowhar,2019-06-01,1.0053723322460075
adan yabaal,2019-06-01,1.2365080373605943
balcad,2019-06-01,1.127666341882211
cadale,2019-06-01,1.279084764412676
marka,2019-06-01,1.476962137576435
afgooye,2019-06-01,1.018530168383991
baraawe,2019-06-01,1.9315226705257824
kurtunwaarey,2019-06-01,1.1063698704687392
qoryooley,2019-06-01,1.0009731895914058
sablaale,2019-06-01,1.0388080626849143
wanla weyn,2019-06-01,1.0734298405287983
baydhaba,2019-06-01,2.558821744893403
buur hakaba,2019-06-01,2.4233931932855253
diinsoor,2019-06-01,2.393967226631605
qansax dheere,2019-06-01,2.0211635244921897
xudur,2019-06-01,2.1717649888947945
ceel barde,2019-06-01,2.0000020601472825
tayeeglow,2019-06-01,2.492737060017924
waajid,2019-06-01,2.508949081935591
rab dhuure,2019-06-01,2.000002516739637
garbahaarey,2019-06-01,2.0
baardheere,2019-06-01,1.999816309728348
belet xaawo,2019-06-01,2.0
ceel waaq,2019-06-01,2.0
doolow,2019-06-01,2.000005730802516
luuq,2019-06-01,2.000250720494723
bu'aale,2019-06-01,1.0001575035709742
jilib,2019-06-01,1.3685143917917768
saakow,2019-06-01,1.0040048039691538
kismaayo,2019-06-01,1.256147517405824
afmadow,2019-06-01,1.0012037801297309
badhaadhe,2019-06-01,1.2137335671823817
jamaame,2019-06-01,1.997129910733059
banadir,2012-07-01,2.921640231147097
borama,2012-07-01,2.1805308355548347
baki,2012-07-01,2.2406670284078007
lughaye,2012-07-01,2.9605454180798647
zeylac,2012-07-01,2.7160336958744704
hargeysa,2012-07-01,2.0001169681372373
berbera,2012-07-01,2.3603755929739707
gebiley,2012-07-01,2.000001670403912
burco,2012-07-01,2.029736020267106
buuhoodle,2012-07-01,2.000001616382592
owdweyne,2012-07-01,2.016725185009386
sheikh,2012-07-01,2.716746430482416
laas caanood,2012-07-01,2.0
caynabo,2012-07-01,2.0256517123789552
taleex,2012-07-01,2.0
xudun,2012-07-01,2.0
ceerigaabo,2012-07-01,2.238100214989104
ceel afweyn,2012-07-01,2.6260843165250263
laasqoray,2012-07-01,2.427742780796273
bossaso,2012-07-01,2.0
bandarbeyla,2012-07-01,2.1743536015703246
caluula,2012-07-01,2.110463847885616
iskushuban,2012-07-01,2.186632178055498
qandala,2012-07-01,2.0
qardho,2012-07-01,2.0000157042337143
garoowe,2012-07-01,2.0
burtinle,2012-07-01,2.0
eyl,2012-07-01,2.262961925870256
gaalkacyo,2012-07-01,2.0
galdogob,2012-07-01,2.0
hobyo,2012-07-01,2.294964394316546
jariiban,2012-07-01,2.177165530410337
xarardheere,2012-07-01,3.243632069762812
dhuusamarreeb,2012-07-01,2.0
cabudwaaq,2012-07-01,2.0
cadaado,2012-07-01,2.0
ceel buur,2012-07-01,2.117549922922226
ceel dheer,2012-07-01,3.247647635119492
belet weyne,2012-07-01,2.1641423118956697
bulo burto,2012-07-01,2.288670667739229
jalalaqsi,2012-07-01,2.45649036220191
jowhar,2012-07-01,2.0034033239015736
adan yabaal,2012-07-01,2.9486369331579816
balcad,2012-07-01,2.00129406559617
cadale,2012-07-01,2.97037669933096
marka,2012-07-01,2.0
afgooye,2012-07-01,2.030791282731237
baraawe,2012-07-01,2.0
kurtunwaarey,2012-07-01,2.0
qoryooley,2012-07-01,2.0000107990173395
sablaale,2012-07-01,2.001518382495545
wanla weyn,2012-07-01,2.000355980649271
baydhaba,2012-07-01,2.994805128381811
buur hakaba,2012-07-01,2.876045456287515
diinsoor,2012-07-01,3.0
qansax dheere,2012-07-01,2.9837376754227534
xudur,2012-07-01,2.996601744052866
ceel barde,2012-07-01,2.000002060147235
tayeeglow,2012-07-01,2.946486291531334
waajid,2012-07-01,3.0
rab dhuure,2012-07-01,2.9045277489758594
garbahaarey,2012-07-01,2.088127171030656
baardheere,2012-07-01,2.1596459686825726
belet xaawo,2012-07-01,2.0
ceel waaq,2012-07-01,2.0
doolow,2012-07-01,2.2983733662574344
luuq,2012-07-01,2.1060795509707484
bu'aale,2012-07-01,2.9333006396869483
jilib,2012-07-01,2.8249516499422747
saakow,2012-07-01,2.4825793859085987
kismaayo,2012-07-01,2.442462705870975
afmadow,2012-07-01,2.5474003340750886
badhaadhe,2012-07-01,2.8591086668515007
jamaame,2012-07-01,2.998478186804041
banadir,2013-10-01,2.0
borama,2013-10-01,2.000000542525536
baki,2013-10-01,2.0
lughaye,2013-10-01,2.0
zeylac,2013-10-01,2.0000011797639736
hargeysa,2013-10-01,2.0
berbera,2013-10-01,2.0
gebiley,2013-10-01,2.0
burco,2013-10-01,2.0
buuhoodle,2013-10-01,2.0
owdweyne,2013-10-01,2.0
sheikh,2013-10-01,2.0
laas caanood,2013-10-01,2.0
caynabo,2013-10-01,2.0
taleex,2013-10-01,2.0
xudun,2013-10-01,2.0
ceerigaabo,2013-10-01,2.0
ceel afweyn,2013-10-01,2.0
laasqoray,2013-10-01,2.0
bossaso,2013-10-01,2.0
bandarbeyla,2013-10-01,2.0
caluula,2013-10-01,2.0
iskushuban,2013-10-01,2.0
qandala,2013-10-01,2.0
qardho,2013-10-01,2.0
garoowe,2013-10-01,2.0
burtinle,2013-10-01,2.0
eyl,2013-10-01,2.0
gaalkacyo,2013-10-01,2.0
galdogob,2013-10-01,2.0
hobyo,2013-10-01,2.1127182700699385
jariiban,2013-10-01,2.0
xarardheere,2013-10-01,2.3407060700818314
dhuusamarreeb,2013-10-01,2.0
cabudwaaq,2013-10-01,2.0
cadaado,2013-10-01,2.0
ceel buur,2013-10-01,2.0
ceel dheer,2013-10-01,2.2476476351194923
belet weyne,2013-10-01,2.1641422938952632
bulo burto,2013-10-01,2.261323695974036
jalalaqsi,2013-10-01,2.4564896612838267
jowhar,2013-10-01,2.001968301498714
adan yabaal,2013-10-01,2.000859898473592
balcad,2013-10-01,2.0
cadale,2013-10-01,2.0
marka,2013-10-01,2.0
afgooye,2013-10-01,2.0
baraawe,2013-10-01,2.0
kurtunwaarey,2013-10-01,2.0
qoryooley,2013-10-01,2.0
sablaale,2013-10-01,2.0
wanla weyn,2013-10-01,2.0
baydhaba,2013-10-01,2.0
buur hakaba,2013-10-01,2.0
diinsoor,2013-10-01,2.0
qansax dheere,2013-10-01,2.0
xudur,2013-10-01,2.0
ceel barde,2013-10-01,2.000002060147235
tayeeglow,2013-10-01,2.0
waajid,2013-10-01,2.0
rab dhuure,2013-10-01,2.000002516739657
garbahaarey,2013-10-01,2.0
baardheere,2013-10-01,1.9998163097283848
belet xaawo,2013-10-01,2.0
ceel waaq,2013-10-01,2.0
doolow,2013-10-01,2.0000057308025374
luuq,2013-10-01,2.00000127177927
bu'aale,2013-10-01,1.9352411927481703
jilib,2013-10-01,1.914724059628517
saakow,2013-10-01,1.4841664849813725
kismaayo,2013-10-01,1.442462705870975
afmadow,2013-10-01,1.5481430529651172
badhaadhe,2013-10-01,1.86214059842674
jamaame,2013-10-01,1.9989214590408555
banadir,2011-04-01,3.925816734070082
borama,2011-04-01,2.000002350333672
baki,2011-04-01,2.0
lughaye,2011-04-01,2.0
zeylac,2011-04-01,2.000187417620984
hargeysa,2011-04-01,2.000001241826372
berbera,2011-04-01,2.0
gebiley,2011-04-01,2.000001670403908
burco,2011-04-01,2.000001467847365
buuhoodle,2011-04-01,2.000003232765213
owdweyne,2011-04-01,2.000000583343404
sheikh,2011-04-01,2.0
laas caanood,2011-04-01,2.0002498794389205
caynabo,2011-04-01,2.0
taleex,2011-04-01,2.853751443380657
xudun,2011-04-01,2.2507337224034885
ceerigaabo,2011-04-01,2.942286043326571
ceel afweyn,2011-04-01,2.0
laasqoray,2011-04-01,3.284098839480277
bossaso,2011-04-01,2.779796104319191
bandarbeyla,2011-04-01,2.1740489546975823
caluula,2011-04-01,3.0
iskushuban,2011-04-01,2.4967452549450817
qandala,2011-04-01,2.912629290982453
qardho,2011-04-01,2.000024931876911
garoowe,2011-04-01,2.380431277969974
burtinle,2011-04-01,3.9999606682852056
eyl,2011-04-01,3.228173141457805
gaalkacyo,2011-04-01,4.0
galdogob,2011-04-01,4.0
hobyo,2011-04-01,3.887202952670585
jariiban,2011-04-01,3.8231488880568736
xarardheere,2011-04-01,3.659293929911516
dhuusamarreeb,2011-04-01,4.0
cabudwaaq,2011-04-01,4.0
cadaado,2011-04-01,4.0
ceel buur,2011-04-01,4.0
ceel dheer,2011-04-01,3.752352364869846
belet weyne,2011-04-01,3.9999991577965295
bulo burto,2011-04-01,4.0
jalalaqsi,2011-04-01,4.0
jowhar,2011-04-01,3.2018681236990654
adan yabaal,2011-04-01,3.9991401015450094
balcad,2011-04-01,3.283208616024092
cadale,2011-04-01,4.0
marka,2011-04-01,2.0
afgooye,2011-04-01,2.002041679158127
baraawe,2011-04-01,2.0
kurtunwaarey,2011-04-01,2.0
qoryooley,2011-04-01,2.0
sablaale,2011-04-01,2.0
wanla weyn,2011-04-01,2.004702385107367
baydhaba,2011-04-01,2.002207010614061
buur hakaba,2011-04-01,2.0009205323063104
diinsoor,2011-04-01,2.0
qansax dheere,2011-04-01,2.0174707511343963
xudur,2011-04-01,3.498677937774457
ceel barde,2011-04-01,3.9999979398527743
